HostStar,HostStarClass,HostStarRadiusSlrRad,HostStarTempK,DistFromSunParsec,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarColor,HostStarMetallicity,HostStarLuminosity,HostStarMassSlrMass,RightAscension,Declination,HostStarPlanetList,DistFromSunLY,HabitablePlanets,HabitablePlanetsList,Planets,Coordinates
HD 17092,K,,4650.0,109.0,,,#ffd2a1,0.18,,2.3,02 46 22,+49 39 11,['HD 17092 b'],355.34,0,[],1,-212.65910044638608 -198.48916501991488 -204.36696629538108
HD 171028,G,1.95,5663.0,90.0,1.7896938560999385,2.578322003843927,#fff4ea,-0.49,1.3479450066205724e+27,0.99,18 32 15,+06 56 45,['HD 171028 b'],293.4,1,['HD 171028 b'],1,-7.297735204328747 231.302434215023 180.58821879754518
HD 171238,G,,5467.0,50.28,,,#fff4ea,0.17,,0.943,18 34 44,-28 04 20,['HD 171238 b'],163.9128,0,[],1,97.52604802070046 -127.66430818028293 -32.91938768238242
HD 17156,F,1.508,6079.0,78.24,1.5948382419579192,2.297603312318824,#f8f7ff,0.24,1.0704045872630264e+27,1.275,02 49 44,+71 45 12,['HD 17156 b'],255.0624,0,[],1,-4.873518555230481 223.48790631421122 123.07993354222886
HD 173416,K,13.5,4683.0,135.0,8.472919819579298,12.206509807902426,#ffd2a1,,3.021209719057683e+28,2.0,18 43 36,+36 33 24,['HD 173416 b'],440.1,0,[],1,-49.23545749756331 -176.14087295000502 -400.5298523325264
HD 175167,G,,5940.0,67.02,,,#fff4ea,0.19,,1.102,19 00 01,-69 56 39,['HD 175167 b'],218.4852,0,[],1,-93.99565050617214 113.88056742642638 -161.1757754049518
HD 175370,K,23.5,4301.0,272.0,12.441070753356886,17.923225453017356,#ffd2a1,-0.52,6.5137367052914875e+28,1.02,18 52 60,+43 42 49,['HD 175370 b'],886.7199999999998,0,[],1,747.8781118403997 415.0208010891086 -235.505922279843
HD 175541,K,3.85,5060.0,128.0,2.8210629404652288,4.0641636159385595,#ffd2a1,-0.07,3.3491934360873454e+27,1.65,18 55 41,+04 15 55,['HD 175541 b'],417.28,0,[],1,-69.1804836161015 -166.7192734591919 -376.44183515682516
HD 175607,G,0.7,5392.0,45.27,0.5824368167966298,0.8390874536877819,#fff4ea,-0.62,1.4276189995225313e+26,0.71,19 01 05.49,-66 11 33.65,"['HD 175607 b', 'HD 175607 c']",147.5802,0,[],2,117.95475489695752 -82.80303198874074 32.11155812100714
HD 176051,G,,5700.0,14.99,,,#fff4ea,,,,18 57 02,+32 54 05,['HD 176051 b'],48.8674,0,[],1,0.2324104179198289 4.160502175593768 48.7129435497206
HD 177830 A,S-type binary,2.99,,59.0,,,,0.55,,1.47,19 05 20.77341,+25 55 14.3797,"['HD 177830 A b', 'HD 177830 A c']",192.34,0,[],2,-122.11939826890398 -59.23315592597302 136.41285369066347
HD 178911 B,S-type binary,1.14,5650.0,46.73,1.0414843768660518,1.5004142056927714,,0.28,4.564783651962932e+26,1.07,19 09 03,+34 35 59,['HD 178911 B b'],152.33979999999997,0,[],1,29.241722710500095 149.4431652542294 -6.4303767554542235
HD 179079,G,1.48,5724.0,63.69,1.3877523714598454,1.9992651050491768,#fff4ea,0.29,8.104731581755338e+26,1.087,19 11 10,-02 38 18,['HD 179079 b'],207.6294,0,[],1,-59.98755202158548 171.8020801234989 -100.18423501333847
HD 179949,F,1.19,6260.0,27.0,1.3345862325171447,1.9226713203478605,#f8f7ff,0.22,7.495626891817314e+26,1.28,19 15 33,-24 10 45,['HD 179949 b'],88.02,0,[],1,50.476022764994184 -7.064079652907178 71.8138280890885
HD 180314,K,9.2,4917.0,132.0,6.365598702105216,9.170598169814427,#ffd2a1,0.2,1.705270161267531e+28,2.6,19 14 50,+31 51 37,['HD 180314 b'],430.32,0,[],1,369.20137699195294 -121.62219521279599 185.07135728243583
HD 180902,K,4.1,5030.0,110.0,2.9687309448641708,4.276901489350721,#ffd2a1,0.04,3.708995946302827e+27,1.52,19 19 18,-23 33 29,['HD 180902 b'],358.6,0,[],1,-0.973710740249738 -0.9994935147632809 358.76932642837494
HD 181342,K,4.6,5014.0,110.6,3.3096152079010404,4.767996317193167,#ffd2a1,0.26,4.609668417531315e+27,1.84,19 21 04,-23 37 10,['HD 181342 b'],360.556,0,[],1,6.730389714927472 19.60735006067926 360.1328220745657
HD 181433,K,,4962.0,26.15,,,#ffd2a1,0.33,,0.78,19 25 10,-66 28 08,"['HD 181433 b', 'HD 181433 c', 'HD 181433 d']",85.249,0,[],3,48.01291531914182 -57.66223295097487 40.54865789224973
HD 181720,G,,5781.0,56.0,,,#fff4ea,-0.53,,0.92,19 22 53,-32 55 09,['HD 181720 b'],182.56,0,[],1,-1.5185620818019607 12.235719152571303 -182.23095534804224
HD 183263,G,1.117,5936.0,54.02,1.1263982582154262,1.6227453675105716,#fff4ea,0.302,5.3394757731599234e+26,1.121,19 28 24.5718,+08 21 29.003,"['HD 183263 b', 'HD 183263 c']",176.1052,1,['HD 183263 b'],2,84.91529340530447 -5.59129667553361 154.2755205831483
HD 185269,S-type binary,1.88,5980.0,50.28,1.924027299441049,2.771849445220562,,0.11,1.557891255067642e+27,1.28,19 37 11.74092,+28 29 59.5055,['HD 185269 b'],163.9128,0,[],1,-84.90395590947323 135.4240393830079 -36.672053926402455
HD 187085,F,,6075.0,44.98,,,#f8f7ff,0.05,,1.22,19 49 33,-37 46 50,['HD 187085 b'],146.63479999999996,0,[],1,-70.99401781613705 127.82724941494592 -11.935007427250872
HD 187123,G,1.143,5815.0,48.3,1.1061058292756762,1.5935110848602347,#fff4ea,0.121,5.148823943985658e+26,1.037,19 46 58.11299,+34 25 10.2810,"['HD 187123 b', 'HD 187123 c']",157.45799999999997,0,[],2,-21.527590082844032 -154.54378968720016 21.670176218839835
HD 18742,K,4.9,5048.0,135.0,3.573434163125371,5.148067028710448,#ffd2a1,-0.04,5.37385878764468e+27,1.6,03 00 10.656,-20 48 09.38,['HD 18742 b'],440.1,0,[],1,-79.99257726397923 -143.44482707370554 -408.5323355336277
HD 188015 A,S-type binary,1.1,,52.6,,,,0.29,,1.09,19 52 04,+28 06 01,['HD 188015 A b'],171.476,0,[],1,153.2560504337613 -71.14861046353741 29.710217177355123
HD 189567,G,,5940.0,17.7,,,#fff4ea,,,,20 05 33,-67 19 15,['HD 189567 b'],57.70199999999999,0,[],1,-12.52139227368399 2.608902397204028 56.29497881693363
HD 189733 A,S-type binary,0.7879999999999999,4980.0,19.3,0.5592885335603833,0.8057388852631869,,-0.03,1.3163958698134984e+26,0.8,20 00 43,+22 42 39,['HD 189733 A b'],62.918,0,[],1,-7.403404721806509 46.75537726860861 -41.49214763022889
HD 190647,G,,5628.0,54.2,,,#fff4ea,0.24,,1.1,20 07 20,-35 32 19,['HD 190647 b'],176.692,0,[],1,-95.48061896213744 -23.408741974791557 146.92007415303536
HD 190984,G,1.53,5988.0,103.0,1.5700230437396745,2.261853303244492,#fff4ea,-0.48,1.0373533966894698e+27,0.91,20 11 31,-64 37 14,['HD 190984 b'],335.78,0,[],1,-20.387543271781862 -69.70536572267524 -327.9968404771024
HD 191806,F,,6010.0,65.7,,,#f8f7ff,0.3,,1.14,20 09 28.3096,+52 16 34.802,['HD 191806 b'],214.18200000000002,0,[],1,-65.2117577607763 -63.87500181582296 193.86945848295593
HD 192263,K,0.75,4965.0,19.9,0.5291158625971173,0.7622706344256608,#ffd2a1,-0.2,1.1781924709466524e+26,0.81,20 14 00,-00 52 01,['HD 192263 b'],64.874,0,[],1,-13.861510414758003 39.650838349214524 49.48074996154859
HD 192699,G,3.9,5220.0,65.6,3.0412815381805447,4.381421483372032,#fff4ea,-0.15,3.892493814152037e+27,1.69,20 16 06.00508,+04 34 50.8537,['HD 192699 b'],213.856,0,[],1,21.300672019085383 -18.288926004251643 -212.10864759938204
HD 195019 A,S-type binary,1.38,,37.36,,,,0.08,,1.06,20 28 17,+18 46 12,['HD 195019 A b'],121.79359999999998,0,[],1,84.1672853287867 -87.57858770232677 -9.683828014870405
HD 195689,B,,10170.0,,,,#aabfff,,,,20 31 26,+39 56 20,['HD 195689 b'],,0,[],1,nan
HD 196050 A,S-type binary,1.29,5874.0,46.93,1.2738215952276783,1.835130760913612,,0.23,6.828603469049594e+26,1.17,20 37 51,-60 38 04,['HD 196050 A b'],152.99179999999996,0,[],1,1.3992373225959587 -89.74714197519319 123.9856751409879
HD 196067,G,1.73,5940.0,44.3,1.7469078872788808,2.516682408618679,#fff4ea,0.18,1.284265130938668e+27,1.29,20 41 44,-75 21 03,['HD 196067 b'],144.41799999999995,0,[],1,-120.375840881268 79.62023637965126 6.844740714025372
HD 196885 A,S-type binary,1.79,6340.0,33.0,2.0591242787720585,2.9664768745290866,,0.29,1.784348986400375e+27,1.33,20 39 51,+11 14 58,['HD 196885 A b'],107.58,1,['HD 196885 A b'],1,-13.328015876428179 23.517801153816738 -104.1817686709424
HD 197037,S-type binary,,6150.0,32.3,,,,-0.2,,1.11,20 39 32.96014,+42 14 54.7845,['HD 197037 b'],105.298,0,[],1,7.286307149416752 -15.459601608426913 -103.95297264855765
HD 19994 A,S-type binary,1.93,,22.38,,,,0.25,,1.34,03 12 46,-01 11 45,['HD 19994 A b'],72.9588,0,[],1,-12.88803405347909 -23.42131088884408 -67.92227875753076
HD 20003,G,,5940.0,43.8,,,#fff4ea,,,,03 07 38,-72 19 19,"['HD 20003 b', 'HD 20003 c']",142.78799999999995,0,[],2,139.25213288545544 -30.494105955927935 9.323813347107718
HD 200964,K,4.3,5164.0,68.4,3.281647546156901,4.727704712332816,#ffd2a1,-0.15,4.5320902596454753e+27,1.44,21 06 39.84239,+03 48 11.2280,"['HD 200964 b', 'HD 200964 c']",222.984,0,[],2,141.73080733718234 -104.39996443708588 -137.04966239874292
HD 202206,G,1.02,5750.0,46.34,0.9651323519086528,1.3904176801335362,#fff4ea,0.37,3.920021304181743e+26,1.13,21 14 57,-20 47 21,"['HD 202206 b', 'HD 202206 c']",151.0684,1,['HD 202206 b'],2,7.289916454880769 53.997910311637945 -140.97747027648396
HD 20367,F,1.18,6128.0,27.0,1.268149728717663,1.8269595878519205,#f8f7ff,0.1,6.767928253508264e+26,1.04,03 17 40,+31 07 37,['HD 20367 b'],88.02,1,['HD 20367 b'],1,55.78299527242801 -63.35156074276572 -25.095680708359414
HD 2039,G,1.21,5947.0,89.8,1.224707168541626,1.7643740744561949,#fff4ea,0.1,6.31217745345463e+26,0.98,00 24 20,-56 39 00,['HD 2039 b'],292.748,1,['HD 2039 b'],1,285.5854860067074 -57.850998154632734 -29.62827531350042
HD 204313,G,,5776.0,47.4,,,#fff4ea,0.18,,1.02,21 28 12.20709,-21 43 34.5199,"['HD 204313 b', 'HD 204313 c', 'HD 204313 d']",154.52399999999997,0,[],3,5.609972001007623 -149.10032748987524 -40.47472630127723
HD 204941,K,0.72,5056.0,27.0,0.5267416254208188,0.7588501902345327,#ffd2a1,-0.19,1.1676426743819969e+26,0.74,21 32 24,-20 57 27,['HD 204941 b'],88.02,0,[],1,39.88349927224661 -20.96999967740623 -75.66056832759236
HD 205739,F,1.33,6176.0,90.3,1.45183488729599,2.0915855653775504,#f8f7ff,0.19,8.870521160932142e+26,1.22,21 38 08,-31 44 15,['HD 205739 b'],294.378,0,[],1,-162.69757117670122 -227.16983414014692 -93.08567644112861
HD 206610,K,6.1,4874.0,194.0,4.147170563793615,5.974620230090238,#ffd2a1,0.14,7.237998260950849e+27,1.56,21 43 25,-07 24 30,['HD 206610 b'],632.4399999999998,0,[],1,175.5597642399554 -208.72386872508568 -570.9442584839553
HD 20781,S-type binary,,5256.0,35.49,,,,-0.11,,0.76,03 20 03.57791,-28 51 14.6651,"['HD 20781 b', 'HD 20781 c']",115.6974,0,[],2,-93.81514609616752 24.012597264277257 63.41016374655799
HD 20782,S-type binary,1.09,5798.0,35.49,1.0486581405658535,1.5107490865633366,,0.01,4.627884856084216e+26,1.02,03 20 03.57791,-28 51 14.6651,['HD 20782 b'],115.6974,1,['HD 20782 b'],1,-93.81514609616752 24.012597264277257 63.41016374655799
HD 207832,G,0.901,5710.0,54.4,0.8407134976120175,1.2111736889711997,#fff4ea,0.06,2.9744777180346568e+26,0.94,21 52 36.28,-26 01 35.6,"['HD 207832 b', 'HD 207832 c']",177.34400000000002,0,[],2,16.092104958527695 109.97821564628741 -138.3000912461083
HD 20794,G,,5490.0,6.06,,,#fff4ea,-0.4,,0.7,03 19 55,-43 30 10,"['HD 20794 b', 'HD 20794 c', 'HD 20794 d']",19.7556,0,[],3,16.821855360130407 -4.953106679264711 9.118674162833882
HD 208487,G,1.15,5929.0,45.0,1.1569424428668813,1.666748839449585,#fff4ea,-0.06,5.632979712432777e+26,1.3,21 57 19,-37 45 49,['HD 208487 b'],146.7,0,[],1,-125.76922019221529 75.06101334799408 -9.460019701814703
HD 208527,K,51.1,3950.0,320.2,22.817397273596736,32.87187764569145,#ffd2a1,-0.09,2.1910227540353082e+29,1.6,21 56 24,+21 14 23,['HD 208527 b'],1043.852,0,[],1,549.3173706246133 -529.7267517153207 712.9605533803084
HD 20868,K,0.79,4795.0,46.2,0.5198228031900398,0.7488825907272203,#ffd2a1,0.04,1.1371698420869791e+26,0.78,03 20 42.69404,-33 43 48.3916,['HD 20868 b'],150.612,1,['HD 20868 b'],1,-101.58955128787056 8.924032317741963 -110.93092428934936
HD 209458,F,1.146,6075.0,47.0,1.2103979925875814,1.7437595637154664,#f8f7ff,0.02,6.1655392858375096e+26,1.148,22 03 10,+18 53 04,['HD 209458 b'],153.22,0,[],1,-92.27074932312003 -122.29643063035051 5.347099154857482
HD 210277,G,1.1,5532.0,21.29,0.9634031026057494,1.3879264375600588,#fff4ea,0.19,3.9059867081493564e+26,1.09,22 09 29,-07 32 32,['HD 210277 b'],69.40539999999999,1,['HD 210277 b'],1,17.10930243103848 -12.685709948258305 -66.09143100479116
HD 210702,K,5.1,4967.0,54.9,3.6008871305433168,5.187617139319168,#ffd2a1,0.12,5.456745477604442e+27,1.68,22 11 51.33086,+16 02 25.9903,['HD 210702 b'],178.97400000000002,0,[],1,-169.07623057175806 7.609659661592721 -58.461577877534516
HD 212301,G,,5998.0,52.7,,,#fff4ea,0.18,,1.05,22 27 30,-77 43 04,['HD 212301 b'],171.80200000000002,0,[],1,87.6131562122658 77.55332095177639 -125.91136592526124
HD 212771,K,5.0,5121.0,131.0,3.752585262061616,5.40616101435262,#ffd2a1,-0.21,5.926193352788198e+27,1.15,22 27 03,-17 15 49,['HD 212771 b'],427.06,0,[],1,5.297160718154509 3.7187418915034476 427.2158613003547
HD 213240 A,S-type binary,1.5,,40.75,,,,0.16,,1.22,22 31 00,-49 25 59,['HD 213240 A b'],132.845,0,[],1,2.5751338070758623 -89.42152248429348 98.29492006269672
HD 214823,F,,6215.0,94.43,,,#f8f7ff,0.17,,1.22,22 40 19.8703,+31 47 15.341,['HD 214823 b'],307.8418,0,[],1,201.8183882974584 203.99964825831512 111.85261147738687
HD 215152,K,,5150.0,21.5,,,#ffd2a1,,,,22 43 21,-06 24 03,"['HD 215152 b', 'HD 215152 c']",70.08999999999999,0,[],2,1.762853567103046 69.61657670089542 -8.230888113513272
HD 215456,G,,5940.0,38.0,,,#fff4ea,,,,22 46 08,-48 58 04,"['HD 215456 b', 'HD 215456 c']",123.88,0,[],2,-20.771875326253408 26.190435649471322 119.34644142329552
HD 215497,K,,5113.0,44.0,,,#ffd2a1,0.23,,0.87,22 46 37,-56 35 58,"['HD 215497 b', 'HD 215497 c']",143.44,0,[],2,-101.9455610023854 100.74139939116563 -7.283770338253845
HD 216435,G,2.0,5767.0,33.3,1.9036228582543562,2.742453792154829,#fff4ea,0.244,1.525023380408706e+27,1.3,22 53 37,-48 35 53,['HD 216435 b'],108.55799999999998,1,['HD 216435 b'],1,5.918928447732174 8.646967964308807 108.10340405984185
HD 216437,G,1.1,5636.0,26.5,0.999966996696402,1.4406022023892389,#fff4ea,0.25,4.208099625652635e+26,1.06,22 54 39,-70 04 25,['HD 216437 b'],86.39,0,[],1,-16.65464518015525 -46.79580812291977 -70.73308980736613
HD 216536,K,12.5,4639.0,,7.698564817287211,11.090935468530716,#ffd2a1,-0.17,2.494216920462729e+28,1.36,22 53 03.9725,+44 28 39.862,['HD 216536 b'],,0,[],1,nan
HD 216770,G,1.0,5248.0,38.0,0.7882040559137571,1.135525974989985,#fff4ea,0.23,2.6145202536152648e+26,0.9,22 55 53,-26 39 31,['HD 216770 b'],123.88,0,[],1,-0.1869784603721471 -5.563143768922657 -123.81437426625503
HD 21693,G,,5940.0,32.4,,,#fff4ea,,,,03 27 12,-58 19 25,"['HD 21693 b', 'HD 21693 c']",105.624,0,[],2,-0.7772242053848017 -21.409531327377575 -103.48026155428452
HD 217107,G,1.5,5704.0,20.0,1.3966941216891713,2.0121470352690123,#fff4ea,0.389,8.209511026127832e+26,1.108,22 58 15.5409,-02 23 43.379,"['HD 217107 b', 'HD 217107 c']",65.19999999999999,0,[],2,-25.456442501141687 40.572291668019254 -44.28293773486175
HD 217786,S-type binary,1.27,5966.0,54.9,1.2936632219105852,1.863715595405963,,-0.135,7.042991155732958e+26,1.02,23 03 08.205,-00 25 46.66,['HD 217786 b'],178.97400000000002,1,['HD 217786 b'],1,159.2449617639808 33.773774816621014 74.58424123013572
HD 218566,K,0.86,4820.0,28.55,0.5717991959119321,0.8237623678346434,#ffd2a1,0.38,1.3759471735782574e+26,0.85,23 09 10.72771,-02 15 38.6775,['HD 218566 b'],93.073,1,['HD 218566 b'],1,8.781067716544628 -58.61497882598438 -71.81973446224251
HD 219077,G,1.91,5362.0,29.0,1.571585449029212,2.2641041820320607,#fff4ea,-0.13,1.0394190643136614e+27,1.05,23 14 07,-62 42 00,['HD 219077 b'],94.54,0,[],1,-92.1188312386243 17.48927353572167 12.43526485722342
HD 219134,K,0.778,4699.0,6.546,0.4916335356390121,0.7082717295168883,#ffd2a1,0.11,1.0171796877439874e+26,0.81,23 13 16.97632,+57 10 06.0823,"['HD 219134 b', 'HD 219134 c', 'HD 219134 f', 'HD 219134 d', 'HD 219134 g', 'HD 219134 e', 'HD 219134 h']",21.33996,1,['HD 219134 g'],7,-16.034878818331286 6.7051134387771025 12.399801099313779
HD 219415,K,2.9,4820.0,,1.9281600792379103,2.7778033333958905,#ffd2a1,-0.04,1.5645910938065362e+27,1.0,23 14 53.8203,+56 43 49.154,['HD 219415 b'],,1,['HD 219415 b'],1,nan
HD 219828,G,1.7,5891.0,71.4,1.6884102477574294,2.4324077989489763,#fff4ea,0.19,1.199694419546283e+27,1.23,23 18 46.7340,+18 38 44.617,"['HD 219828 b', 'HD 219828 c']",232.764,0,[],2,-127.4273867073144 -189.13294493505515 -47.138813612418495
HD 220074,K,49.7,5080.0,290.2,36.70581115258191,52.88021760876904,#ffd2a1,-0.25,5.6700166162053016e+29,1.2,23 20 14,+61 58 12,['HD 220074 b'],946.052,0,[],1,-140.0351341129336 -600.0829366173923 -718.4455425705619
HD 220689,G,1.07,5940.0,44.6,1.0804574794152615,1.556560796082073,#fff4ea,0.0,4.912810813631197e+26,1.01,23 25 53,-20 36 58,['HD 220689 b'],145.39600000000002,0,[],1,-26.195973670788227 10.693927108192511 -142.68740865824552
HD 220773,G,,5940.0,49.0,,,#fff4ea,0.09,,1.16,23 26 27,+08 38 38,['HD 220773 b'],159.73999999999995,0,[],1,-110.10125817598907 27.632558242225958 112.4967191317626
HD 220842,G,,5960.0,65.06,,,#fff4ea,-0.17,,1.13,23 26 36.9880,+56 53 11.513,['HD 220842'],212.0956,0,[],1,196.03784383023824 -40.614183430269556 70.33753526661059
HD 221287,F,,6304.0,52.9,,,#f8f7ff,0.03,,1.25,23 31 20,-58 12 35,['HD 221287 b'],172.45399999999995,0,[],1,-8.727857871648443 -12.871678643612269 -171.83442471569015
HD 221585,G,,5620.0,55.55,,,#fff4ea,0.29,,1.19,23 32 54.0465,+63 09 19.734,['HD 221585 b'],181.093,0,[],1,34.802095668279364 168.21196862733032 57.61680949948822
HD 222076,K,4.14,4806.0,83.5,2.736647663166441,3.942550767920882,#ffd2a1,0.05,3.151755019187036e+27,1.07,23 38 08,-70 05 48,['HD 222076'],272.21,0,[],1,-135.15164027515237 68.08242678617059 -226.42485825128472
HD 222155,G,1.67,5765.0,49.1,1.5884227807902034,2.288360879800464,#fff4ea,-0.11,1.0618102021190013e+27,1.13,23 38 00,+48 59 47,['HD 222155 b'],160.066,0,[],1,-41.76121545322662 22.81262143939082 -152.90944753219708
HD 222582 A,S-type binary,1.15,,42.0,,,,-0.0229,,0.99,23 41 51,-05 59 08,['HD 222582 A b'],136.92,0,[],1,-117.20423988928086 -58.43352126438442 40.17173709779026
HD 224538,F,1.34,6097.0,77.76,1.4255688628900178,2.053745423920621,#f8f7ff,0.27,8.552460594080824e+26,1.54,23 58 52,-61 24 48,['HD 224538 b'],253.4976,1,['HD 224538 b'],1,-0.16439318770650785 38.47083526575231 250.68441287388103
HD 224693,F,1.7,6037.0,94.0,1.7731369728619384,2.554469334169664,#f8f7ff,0.343,1.3231200517584686e+27,1.33,23 59 54,-22 25 41,['HD 224693 b'],306.44,0,[],1,72.11293029048643 -268.2642889318874 129.72892872668208
HD 22781,K,,5027.0,31.79,,,#ffd2a1,-0.37,,0.75,03 40 50,+31 49 35,['HD 22781 b'],103.6354,0,[],1,21.71409987610498 -92.55975972365272 41.37381738058146
HD 23079,G,1.13,5848.0,34.8,1.1059721322408729,1.5933184742606583,#fff4ea,-0.24,5.147579323673943e+26,1.1,03 39 43,-52 54 57,['HD 23079 b'],113.44799999999998,1,['HD 23079 b'],1,4.875337075251068 99.96169210555883 -53.541499606262796
HD 23127,G,,5927.0,89.1,,,#fff4ea,0.34,,1.13,03 39 24,-60 04 40,['HD 23127 b'],290.46599999999995,0,[],1,34.31529122913226 266.8597458263824 109.81715571287846
HD 231701,F,1.35,6208.0,108.4,1.4889777139834817,2.1450953693068167,#f8f7ff,0.07,9.330202614938861e+26,1.14,19 32 04,+16 28 27,['HD 231701 b'],353.384,0,[],1,168.41019422811547 191.14606126292892 -245.15565197072593
HD 233604,K,10.9,4791.0,,7.160277472124287,10.315451940052426,#ffd2a1,-0.36,2.157617144230652e+28,1.5,09 09 48.8205,+53 34 05.623,['HD 233604 b'],,0,[],1,nan
HD 23596,G,2.09,5888.0,52.0,2.07363780192459,2.98738577800994,#fff4ea,0.32,1.809591228861869e+27,1.27,03 48 00,+40 31 50,['HD 23596 b'],169.51999999999995,1,['HD 23596 b'],1,-145.33688866646534 -70.44467756100467 51.76240581195119
HD 240210,K,,4297.0,143.0,,,#ffd2a1,-0.18,,0.82,23 10 29.2303,+57 01 46.035,['HD 240210 b'],466.18,0,[],1,-189.41103195759837 367.5989794952344 215.7007599563732
HD 240237,K,32.0,4361.0,,17.41699247665752,25.09178583269528,#ffd2a1,-0.26,1.2766181315744683e+29,1.69,23 15 42.22361,+58 02 35.6654,['HD 240237 b'],,0,[],1,nan
HD 24040,G,1.154,5853.0,45.85,1.1313939957346777,1.6299424755117038,#fff4ea,0.206,5.386943482091466e+26,1.18,03 50 22.9677,+17 28 34.928,['HD 24040 b'],149.471,0,[],1,14.684163750725038 25.423038164474253 -146.63241933529716
HD 24064,K,38.0,4052.5,264.4,17.859967169921227,25.729957213177485,#ffd2a1,-0.49,1.3423816051504428e+29,1.0,03 56 36.297,+74 04 48.12,['HD 24064 b'],861.9439999999997,0,[],1,-184.96519059737494 110.63417131757534 -834.9900918359717
HD 25171,F,1.18,6160.0,55.0,1.2814286929434084,1.8460899243252795,#f8f7ff,-0.11,6.910406071556182e+26,1.09,03 55 49,-65 11 12,['HD 25171 b'],179.29999999999995,0,[],1,93.87180506552342 -85.04892738967062 -127.02010996313655
HD 2638,S-type binary,,5192.0,53.71,,,,0.16,,0.87,00 29 16.10949,-05 54 37.7582,['HD 2638 b'],175.0946,0,[],1,83.44401917505367 140.19910819788785 63.787526031833124
HD 26965,S-type binary,,5151.0,4.98,,,,-0.29,,0.76,04 15 16.31963,-07 39 10.3404,['HD 26965 b'],16.2348,0,[],1,1.7907296895210665 2.7056354608512883 -15.915228941461166
HD 27442 A,S-type binary,6.6,,18.1,,,,0.22,,1.2,04 16 29,-59 18 07,['HD 27442 A b'],59.006,0,[],1,-15.196173469588182 -52.483387928045765 -22.352178232618748
HD 27631,G,1.0,5737.0,45.5,0.9419345181285284,1.3569977267303612,#fff4ea,-0.12,3.733843444346074e+26,0.94,04 19 45,-41 57 37,['HD 27631 b'],148.32999999999996,0,[],1,32.983240643327065 -55.6762881027004 133.54834953199432
HD 27894,K,,4875.0,42.37,,,#ffd2a1,0.3,,0.8,04 20 47,-59 24 39,['HD 27894 b'],138.12619999999998,0,[],1,94.65226498589652 -93.19558130860827 -38.11417327836351
HD 28185,G,1.03,5482.0,39.4,0.8858624633000207,1.276217535038732,#fff4ea,0.24,3.3025338616624e+26,1.24,04 26 26,-10 33 02,['HD 28185 b'],128.444,1,['HD 28185 b'],1,44.53955884141258 32.807871292804634 115.98950841455229
HD 28254,G,1.48,5664.0,56.2,1.3588115111625785,1.9575714619379327,#fff4ea,0.36,7.77021640867612e+26,1.06,04 24 51,-50 37 20,['HD 28254 b'],183.21200000000002,1,['HD 28254 b'],1,-166.87634608711423 -40.66418667869547 -64.01219575412588
HD 285507,K,0.6559999999999999,4503.0,41.339,0.3806788475514423,0.5484248860186189,#ffd2a1,0.13,6.0986283966883866e+25,0.7340000000000001,04 07 01,+15 20 06,['HD 285507 b'],134.76513999999997,0,[],1,-59.43618562691549 110.60186440159417 49.12881875182768
HD 28678,K,6.2,5076.0,227.0,4.571786374164065,6.586342890547883,#ffd2a1,-0.11,8.796026674108742e+27,1.74,04 31 28,+04 34 48,['HD 28678 b'],740.02,0,[],1,-30.966148493673106 92.69589360499752 -733.8962808478045
