PlanetIdentifier,AgeGyr,AscendingNodeDeg,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarAgeGyr,HostStarMassSlrMass,HostStarMetallicity,HostStarRadiusSlrRad,HostStarTempK,InclinationDeg,LastUpdated,ListsPlanetIsOn,LongitudeDeg,PeriastronDeg,PeriodDays,PlanetaryMassJpt,RadiusJpt,RightAscension,SemiMajorAxisAU,SurfaceTempK,TypeFlag,HostStar
HIP 68468 b,,,-32 14 35,,2016.0,87.8,0.41,5.9,1.05,0.065,,5857.0,,16/11/02,Confirmed planets,,,1.8372,0.011000000000000001,,14 01 04,0.029743000000000002,,0,HIP 68468
HIP 68468 c,,,-32 14 35,,2016.0,87.8,0.04,5.9,1.05,0.065,,5857.0,,16/11/02,Confirmed planets,,,194.0,0.094,,14 01 04,0.665,,0,HIP 68468
Kepler-1468 b,,,+41 16 39,transit,2016.0,,,,1.04,0.03,1.05,5893.0,,16/05/10,Confirmed planets,,,8.23984869,,0.154,19 34 05,,,0,Kepler-1468
Kepler-1468 c,,,+41 16 39,transit,2016.0,,,,1.04,0.03,1.05,5893.0,,16/05/10,Confirmed planets,,,3.54553021,,0.10300000000000001,19 34 05,,,0,Kepler-1468
Qatar-1 b,,,+65 09 43,transit,2010.0,,0.0,4.5,0.85,0.2,0.8,4910.0,83.82,13/04/02,Confirmed planets,,,1.42002504,1.33,1.1640000000000001,20 13 32,0.02343,1389.0,0,Qatar-1
Kepler-1203 b,,,+44 10 41,transit,2016.0,,,,0.64,0.01,0.61,4105.0,,16/05/10,Confirmed planets,,,0.58800076,,0.095,19 31 06,,,0,Kepler-1203
Kepler-723 b,,,+44 39 29,transit,2016.0,,,,0.92,0.0,0.89,5539.0,,16/05/10,Confirmed planets,,,4.08227507,,1.088,18 59 19,,,0,Kepler-723
WASP-85 A b,,,+06 33 49.4,transit,2014.0,128.0,0.0,,1.09,0.08,0.935,6112.0,89.69,15/09/15,"""Confirmed planets,  Planets in binary systems,  S-type""",,,2.6556777,1.265,1.24,11 43 38.01,0.039,1452.0,2,WASP-85 A
Kepler-1638 b,,,+48 31 28,transit,2016.0,,,,0.97,-0.01,0.95,5710.0,,16/05/10,Confirmed planets,,,259.33683,,0.16699999999999998,19 41 56,,,0,Kepler-1638
Kepler-1151 b,,,+47 52 42,transit,2016.0,,,,0.88,-0.11,0.85,5470.0,,16/05/10,Confirmed planets,,,65.6478424,,0.198,19 28 59,,,0,Kepler-1151
Kepler-498 b,,,+44 31 08,transit,2016.0,,,,0.98,-0.04,0.96,5744.0,,16/05/10,Confirmed planets,,,9.61375356,,0.27,19 21 26,,,0,Kepler-498
Kepler-473 b,,,+38 56 44,transit,2016.0,,,,1.06,0.12,1.34,5816.0,,16/05/10,Confirmed planets,,,14.55731705,,0.364,19 06 31,,,0,Kepler-473
Kepler-904 b,,,+40 23 21,transit,2016.0,,,,1.16,0.05,1.25,6160.0,,16/05/10,Confirmed planets,,,3.02166863,,0.158,19 15 17,,,0,Kepler-904
HD 114762 b,,,+17 31 01,RV,1992.0,39.46,0.3354,,0.84,-0.71,1.24,5934.0,,11/06/09,"""Confirmed planets,  Planets in binary systems,  S-type""",,,83.9151,10.98,,13 12 19,0.353,486.8,2,HD 114762
Kepler-198 b,,,+38 41 27,transit,2014.0,516.78,,,0.958,,0.94,5574.0,,14/02/26,Confirmed planets,,,17.790036999999998,,0.25699,19 22 41,,,0,Kepler-198
Kepler-198 c,,,+38 41 27,transit,2014.0,516.78,,,0.958,,0.94,5574.0,,14/02/26,Confirmed planets,,,49.567415999999994,,0.22509,19 22 41,,,0,Kepler-198
Kepler-198 d,,,+38 41 27,transit,2016.0,516.78,,,0.958,,0.94,5574.0,,16/05/10,Confirmed planets,,,1.31184443,,0.136,19 22 41,,,0,Kepler-198
EPIC 201617985 b,,,+02 19 17.31,transit,2015.0,111.0,,,0.52,-0.08,0.49,3742.0,,15/07/07,Controversial,,,7.281610000000001,,0.16399999999999998,11 57 57.998,0.0586,518.0,0,EPIC 201617985
Kepler-747 b,,,+41 01 47,transit,2016.0,,,,0.82,-0.03,0.78,5096.0,,16/05/10,Confirmed planets,,,35.61760587,,0.47,19 13 40,,,0,Kepler-747
Kepler-471 b,,,+43 29 51,transit,2016.0,,,,1.49,0.07,1.8,6733.0,,16/05/10,Confirmed planets,,,5.01423457,,1.335,19 56 23,,,0,Kepler-471
HATS-46 b,,,-56 41 02,transit,2017.0,448.0,0.5589999999999999,3.0,0.917,-0.06,0.853,5495.0,87.32,17/07/26,Confirmed planets,,,4.7423729,0.17300000000000001,0.903,00 26 49,0.05367,,0,HATS-46
Kepler-857 b,,,+43 24 02,transit,2016.0,,,,0.99,0.02,0.99,5773.0,,16/05/10,Confirmed planets,,,85.35129427,,0.607,19 38 32,,,0,Kepler-857
HD 33142 b,,,-13 59 11.337,RV,2011.0,116.0,0.12,,1.62,0.05,4.2,5052.0,,17/12/10,Confirmed planets,,143.0,326.6,1.3,,05 07 35.5414,1.06,,0,HD 33142
HD 33142 c,,,-13 59 11.337,RV,2016.0,116.0,0.05,,1.62,0.05,4.2,5052.0,,17/12/10,Confirmed planets,,322.0,834.0,5.97,,05 07 35.5414,2.04,,0,HD 33142
2M 1938+4603 b,,,+46 03 59,timing,2015.0,,,,,,,,,15/06/11,"""Confirmed planets,  Planets in binary systems,  P-type""",,,416.0,1.9,,19 38 32.6,0.92,,1,2M 1938+4603
Kepler-665 b,,,+48 28 43,transit,2016.0,,,,0.79,-0.03,0.74,4913.0,,16/05/10,Confirmed planets,,,16.01310205,,0.23199999999999998,19 48 06,,,0,Kepler-665
HD 45364 b,,,-31 28 51,RV,2009.0,32.6,0.1684,,0.82,-0.17,,5434.0,,12/01/31,Confirmed planets,,,226.93,0.1872,,06 25 38,0.6813,273.1,0,HD 45364
HD 45364 c,,,-31 28 51,RV,2009.0,32.6,0.0974,,0.82,-0.17,,5434.0,,12/01/31,Confirmed planets,,,342.85,0.6579,,06 25 38,0.8972,238.3,0,HD 45364
Kepler-928 b,,,+41 32 34,transit,2016.0,,,,0.73,-0.11,0.7,4700.0,,16/05/10,Confirmed planets,,,3.9324613,,0.142,19 19 41,,,0,Kepler-928
Kepler-629 b,,,+39 56 42,transit,2016.0,,,,0.93,0.01,0.84,5444.0,,16/05/10,Confirmed planets,,,7.2385854,,0.12300000000000001,19 17 40,,,0,Kepler-629
Kepler-120 b,,,+39 20 20,transit,2014.0,267.74,,,0.654,,0.534,4096.0,,14/02/26,Confirmed planets,,,6.312501,,0.19593,19 11 34,,,0,Kepler-120
Kepler-120 c,,,+39 20 20,transit,2014.0,267.74,,,0.654,,0.534,4096.0,,14/02/26,Confirmed planets,,,12.794585000000001,,0.13943,19 11 34,,,0,Kepler-120
Kepler-1302 b,,,+50 18 29,transit,2016.0,,,,0.86,0.04,0.82,5236.0,,16/05/10,Confirmed planets,,,8.83922659,,0.128,19 23 57,,,0,Kepler-1302
Kepler-1129 b,,,+41 18 34,transit,2016.0,,,,1.0,-0.04,1.0,5831.0,,16/05/10,Confirmed planets,,,24.3397804,,0.264,19 26 25,,,0,Kepler-1129
Kepler-1129 c,,,+41 18 34,transit,2016.0,,,,1.0,-0.04,1.0,5831.0,,16/05/10,Confirmed planets,,,76.5369586,,0.244,19 26 25,,,0,Kepler-1129
BD-10 3166 b,,,-10 46 13.386,RV,2000.0,65.19,0.019,,0.85,0.382,0.81,5393.0,,15/11/17,Confirmed planets,,334.0,3.48777,0.408,,10 58 28.7798,0.0427,,0,BD-10 3166
omi CrB b,,,+29 36 58.3488,RV,2012.0,82.8,0.191,,2.13,-0.29,10.5,4749.0,,15/11/02,Confirmed planets,,79.0,187.83,1.5,,15 20 08.55879,0.83,,0,omi CrB
Kepler-390 b,,,+41 12 30,transit,2014.0,429.55,,,0.844,,0.7759999999999999,5166.0,,14/02/26,Confirmed planets,,,6.738088,,0.07472999999999999,19 26 30,,,0,Kepler-390
Kepler-390 c,,,+41 12 30,transit,2014.0,429.55,,,0.844,,0.7759999999999999,5166.0,,14/02/26,Confirmed planets,,,13.060022,,0.07199,19 26 30,,,0,Kepler-390
TAP 26 b,,,+17 23 16.57,RV,2017.0,,,0.017,1.04,,1.36,,,17/01/09,Confirmed planets,,,10.91,1.73,,04 18 51.701,0.0975,,0,TAP 26
1RXS1609 b,,,-21 04 58,imaging,2008.0,145.0,,0.011000000000000001,0.85,,1.35,4060.0,,15/07/29,Confirmed planets,,,,,1.7,16 09 30,,2000.0,0,1RXS1609
Kepler-1531 b,,,+39 22 15,transit,2016.0,,,,1.16,-0.03,1.27,6260.0,,16/05/10,Confirmed planets,,,1.13854338,,0.099,19 00 35,,,0,Kepler-1531
Kepler-1186 b,,,+47 06 06,transit,2016.0,,,,0.95,0.0,0.93,5635.0,,16/05/10,Confirmed planets,,,16.07677615,,0.19899999999999998,19 13 55,,,0,Kepler-1186
HD 984 b,,,-07 11 56.8,imaging,2017.0,47.1,,80.0,1.2,,,6315.0,,17/03/09,Confirmed planets,,,,65.0,,00 14 10.25,18.0,2730.0,0,HD 984
Kepler-1382 b,,,+39 02 53,transit,2016.0,,,,1.36,0.3,1.72,6161.0,,16/05/10,Confirmed planets,,,16.3583055,,0.168,19 41 31,,,0,Kepler-1382
Kepler-724 b,,,+44 47 34,transit,2016.0,,,,0.9,-0.02,0.86,5437.0,,16/05/10,Confirmed planets,,,3.31494634,,0.294,19 33 49,,,0,Kepler-724
HD 195689 b,,,+39 56 20,transit,2017.0,,,,,,,10170.0,,17/07/13,Confirmed planets,,,1.48,,,20 31 26,,,0,HD 195689
HD 219134 b,,,+57 10 06.0823,RV,2015.0,6.546,0.0,12.9,0.81,0.11,0.778,4699.0,85.05,17/12/14,Confirmed planets,,0.0,3.092926,0.01491,0.14292,23 13 16.97632,0.03876,,0,HD 219134
HD 219134 c,,,+57 10 06.0823,RV,2015.0,6.546,0.062,12.9,0.81,0.11,0.778,4699.0,87.28,17/12/14,Confirmed planets,,70.0,6.7645800000000005,0.01372,0.1348,23 13 16.97632,0.0653,,0,HD 219134
HD 219134 f,,,+57 10 06.0823,RV,2015.0,6.546,0.14800000000000002,12.9,0.81,0.11,0.778,4699.0,,17/12/14,Confirmed planets,,81.0,22.717,0.022969999999999997,,23 13 16.97632,0.1463,,0,HD 219134
HD 219134 d,,,+57 10 06.0823,RV,2015.0,6.546,0.138,12.9,0.81,0.11,0.778,4699.0,,17/12/14,Confirmed planets,,173.0,46.858999999999995,0.050877,,23 13 16.97632,0.237,,0,HD 219134
HD 219134 g,,,+57 10 06.0823,RV,2015.0,6.546,0.0,12.9,0.81,0.11,0.778,4699.0,,17/12/14,Confirmed planets,,0.0,94.2,0.034,,23 13 16.97632,0.3753,,0,HD 219134
HD 219134 e,,,+57 10 06.0823,RV,2015.0,6.546,0.34,12.9,0.81,0.11,0.778,4699.0,,17/12/14,Retracted planet candidate,,-14.58,1842.0,0.223,,23 13 16.97632,2.56,,0,HD 219134
HD 219134 h,,,+57 10 06.0823,RV,2015.0,6.546,0.37,12.9,0.81,0.11,0.778,4699.0,,17/12/14,Confirmed planets,,180.0,2198.0,0.281,,23 13 16.97632,3.0639999999999996,,0,HD 219134
KOI-523.02,,,+45 03 11,transit,2013.0,1387.37,,1.8,0.93,,0.98,6197.0,,13/09/13,Confirmed planets,,,36.855,0.00535,0.26428,19 04 11,,,0,KOI-523
KOI-523.01,,,+45 03 11,transit,2013.0,1387.37,,1.8,0.93,,0.98,6197.0,,13/09/13,Confirmed planets,,,49.412,0.019819999999999997,0.64703,19 04 11,,,0,KOI-523
Kepler-1270 b,,,+48 38 43,transit,2016.0,,,,1.28,-0.02,3.38,5047.0,,16/05/10,Confirmed planets,,,6.03356196,,0.29600000000000004,19 06 52,,,0,Kepler-1270
61 Vir b,,,-18 18 40.3047,RV,2009.0,8.52,0.12,6.3,0.95,0.05,0.963,5571.0,,15/11/02,Confirmed planets,,105.0,4.215,0.016,,13 18 24.31427,0.050200999999999996,,0,61 Vir
61 Vir c,,,-18 18 40.3047,RV,2009.0,8.52,0.14,6.3,0.95,0.05,0.963,5571.0,,15/11/02,Confirmed planets,,341.0,38.021,0.0573,,13 18 24.31427,0.2175,,0,61 Vir
61 Vir d,,,-18 18 40.3047,RV,2009.0,8.52,0.35,6.3,0.95,0.05,0.963,5571.0,,15/11/02,Confirmed planets,,314.0,123.01,0.0721,,13 18 24.31427,0.47600000000000003,,0,61 Vir
Kepler-1274 b,,,+46 26 59,transit,2016.0,,,,1.45,0.11,2.17,6179.0,,16/05/10,Confirmed planets,,,6.98152703,,0.127,18 58 22,,,0,Kepler-1274
Kepler-1415 b,,,+47 52 24,transit,2016.0,,,,0.89,0.12,0.84,5267.0,,16/05/10,Confirmed planets,,,0.63642408,,0.115,19 00 38,,,0,Kepler-1415
CoRoT-13 b,,,-05 05 11,transit,2010.0,1310.0,0.0,,1.09,0.01,1.01,5945.0,88.02,10/07/12,Confirmed planets,,,4.03519,1.308,0.885,06 50 53,0.051,1166.5,0,CoRoT-13
Kepler-960 b,,,+46 44 47,transit,2016.0,,,,0.77,0.02,0.72,4755.0,,16/05/10,Confirmed planets,,,3.12686223,,0.204,18 45 50,,,0,Kepler-960
Kepler-352 c,,,+46 03 07,transit,2014.0,279.58,,,,,0.7809999999999999,5212.0,,14/02/26,Confirmed planets,,,16.332995,,0.113,19 59 35,,,0,Kepler-352
Kepler-352 b,,,+46 03 07,transit,2014.0,279.58,,,,,0.7809999999999999,5212.0,,14/02/26,Confirmed planets,,,10.05537,,0.07837000000000001,19 59 35,,,0,Kepler-352
HD 205739 b,,,-31 44 15,RV,2008.0,90.3,0.27,,1.22,0.19,1.33,6176.0,,08/09/08,Confirmed planets,,,279.8,1.37,,21 38 08,0.8959999999999999,330.2,0,HD 205739
HD 137388 b,,,-80 12 17,RV,2011.0,38.0,0.36,,0.86,0.18,0.82,5240.0,,11/08/02,Confirmed planets,,,330.0,0.223,,15 35 40,0.89,219.9,0,HD 137388
Kepler-976 b,,,+46 43 47,transit,2016.0,,,,0.87,0.07,0.83,5232.0,,16/05/10,Confirmed planets,,,105.9564148,,0.353,19 19 29,,,0,Kepler-976
HD 102195 b,,,+02 49 17,RV,2005.0,28.98,0.0,,0.9259999999999999,0.05,0.835,5291.0,,10/12/21,Confirmed planets,,,4.113775,0.45,,11 45 42,0.049,963.1,0,HD 102195
Kepler-1383 b,,,+42 11 31,transit,2016.0,,,,1.26,0.03,1.44,6370.0,,16/05/10,Confirmed planets,,,13.9093583,,0.126,19 51 47,,,0,Kepler-1383
Kepler-201 b,,,+41 16 22,transit,2014.0,608.78,,,1.177,,1.229,6065.0,,14/02/26,Confirmed planets,,,25.672082999999997,,0.22418000000000002,19 34 30,,,0,Kepler-201
Kepler-201 c,,,+41 16 22,transit,2014.0,608.78,,,1.177,,1.229,6065.0,,14/02/26,Confirmed planets,,,151.884058,,0.25972,19 34 30,,,0,Kepler-201
NN Ser (AB) c,,,+12 54 47,timing,2010.0,500.0,0.142,,,,,,,13/06/20,"""Confirmed planets,  Planets in binary systems,  P-type""",,317.0,5654.6797,6.96,,15 52 56,5.388999999999999,,1,NN Ser (AB)
NN Ser (AB) d,,,+12 54 47,timing,2009.0,500.0,0.223,,,,,,,13/06/20,"""Confirmed planets,  Planets in binary systems,  P-type""",,48.0,2793.0,1.74,,15 52 56,3.358,,1,NN Ser (AB)
Kepler-393 b,,,+45 11 31,transit,2014.0,788.49,,,1.38,,1.382,6189.0,,14/02/26,Confirmed planets,,,9.182417,,0.11756,19 23 58,,,0,Kepler-393
Kepler-393 c,,,+45 11 31,transit,2014.0,788.49,,,1.38,,1.382,6189.0,,14/02/26,Confirmed planets,,,14.613612,,0.1212,19 23 58,,,0,Kepler-393
Kepler-1000 b,,,+47 05 54,transit,2016.0,,,,1.4,0.35,1.51,6453.0,,16/05/10,Confirmed planets,,,120.0181272,,0.425,19 06 45,,,0,Kepler-1000
Kepler-1369 b,,,+40 56 10,transit,2016.0,,,,0.99,0.0,0.99,5761.0,,16/05/10,Confirmed planets,,,25.873148,,0.24,19 03 11,,,0,Kepler-1369
NGTS-1 b,,,-36 37 50.83,transit,2017.0,224.0,0.016,,0.617,,0.573,3916.0,,17/10/30,Confirmed planets,,,2.647298,0.812,1.33,05 30 51.45,0.0326,790.0,0,NGTS-1
Kepler-911 b,,,+40 45 02,transit,2016.0,,,,1.34,0.03,1.99,6112.0,,16/05/10,Confirmed planets,,,20.310501,,0.23199999999999998,19 54 21,,,0,Kepler-911
Kepler-535 b,,,+49 41 47,transit,2016.0,,,,1.18,0.13,1.27,6123.0,,16/05/10,Confirmed planets,,,4.90332155,,0.21100000000000002,19 46 16,,,0,Kepler-535
Kepler-1007 b,,,+45 48 33,transit,2016.0,,,,0.73,0.03,0.7,4587.0,,16/05/10,Confirmed planets,,,5.18500207,,0.128,19 43 38,,,0,Kepler-1007
6 Lyn b,,75.5,+58 09 45.4809,RV,2008.0,55.8,0.059000000000000004,,1.82,-0.13,5.2,4978.0,2.0,15/09/20,Confirmed planets,,314.9,874.7739999999999,2.21,,06 30 47.10797,2.18,,0,6 Lyn
EPIC 211969807 b,,,+19 46 26,,2016.0,,0.18,0.8,0.51,,0.48,3660.0,88.0,16/09/07,Confirmed planets,,,1.9741900000000001,,0.17,08 38 33,,,0,EPIC 211969807
Kepler-368 b,,,+45 23 16,transit,2014.0,765.99,,,0.97,,2.019,5502.0,,14/02/26,Confirmed planets,,,26.84768,,0.29708,19 27 31,,,0,Kepler-368
Kepler-368 c,,,+45 23 16,transit,2014.0,765.99,,,0.97,,2.019,5502.0,,14/02/26,Confirmed planets,,,72.379334,,0.35359,19 27 31,,,0,Kepler-368
Kepler-452 b,,,+44 16 39,transit,2015.0,430.0,,6.0,1.037,0.21,1.11,5757.0,89.806,15/07/23,Confirmed planets,,,384.843,,0.148542,19 44 00,1.046,265.0,0,Kepler-452
Kepler-238 e,,,+40 38 16,transit,2014.0,1659.85,,,0.97,,1.43,5751.0,,14/02/26,Confirmed planets,,,23.653647,,0.75274,19 11 35,,,0,Kepler-238
Kepler-238 d,,,+40 38 16,transit,2014.0,1659.85,,,0.97,,1.43,5751.0,,14/02/26,Confirmed planets,,,13.233548999999998,,0.27976999999999996,19 11 35,,,0,Kepler-238
Kepler-238 c,,,+40 38 16,transit,2014.0,1659.85,,,0.97,,1.43,5751.0,,14/02/26,Confirmed planets,,,6.155557,,0.2178,19 11 35,,,0,Kepler-238
Kepler-238 b,,,+40 38 16,transit,2014.0,1659.85,,,0.97,,1.43,5751.0,,14/02/26,Confirmed planets,,,2.0908759999999997,,0.15766,19 11 35,,,0,Kepler-238
Kepler-238 f,,,+40 38 16,transit,2014.0,1659.85,,,0.97,,1.43,5751.0,,14/02/26,Confirmed planets,,,50.444109999999995,,0.25151999999999997,19 11 35,,,0,Kepler-238
Kepler-835 b,,,+45 44 05,transit,2016.0,,,,1.08,0.08,1.11,5954.0,,16/05/10,Confirmed planets,,,11.41909375,,0.249,18 54 18,,,0,Kepler-835
HD 217786 b,,,-00 25 46.66,RV,2010.0,54.9,0.4,7.6,1.02,-0.135,1.27,5966.0,,16/01/22,"""Confirmed planets,  Planets in binary systems,  S-type""",,100.0,1319.0,13.0,,23 03 08.205,2.38,,2,HD 217786
Kepler-533 b,,,+48 49 31,transit,2016.0,,,,0.78,0.01,0.72,4758.0,,16/05/10,Confirmed planets,,,28.51120525,,0.302,19 34 45,,,0,Kepler-533
Kepler-1053 b,,,+39 07 39,transit,2016.0,,,,0.74,0.1,0.69,4529.0,,16/05/10,Confirmed planets,,,2.41435165,,0.087,19 25 40,,,0,Kepler-1053
KIC 10525077 b,,,+47 46 16.28,transit,2015.0,,,,1.01,-0.04,1.01,6091.0,89.861,16/01/09,Confirmed planets,,,854.083,,0.491,19 09 30.737,,,0,KIC 10525077
KOI-5800.01,,,+47 46 16.28,transit,2015.0,,,,1.01,-0.04,1.01,6091.0,89.95,16/01/09,Controversial,,,11.0068817,,0.1213,19 09 30.737,,,0,KOI-5800
Kepler-1583 b,,,+47 00 60,transit,2016.0,,,,0.94,-0.07,0.91,5645.0,,16/05/10,Confirmed planets,,,9.32807355,,0.054000000000000006,19 05 33,,,0,Kepler-1583
HD 23079 b,,,-52 54 57,RV,2001.0,34.8,0.02,,1.1,-0.24,1.13,5848.0,,10/12/30,Confirmed planets,,,626.0,2.5,,03 39 43,1.5,223.8,0,HD 23079
WASP-94 A b,,,-34 08 08,transit,2014.0,180.0,,,1.29,0.26,1.36,6170.0,88.7,14/09/29,"""Confirmed planets,  Planets in binary systems,  S-type""",,,3.9501907,0.452,1.72,20 55 08,0.055,,2,WASP-94 A
WASP-94 B b,,,-34 08 08,RV,2014.0,180.0,0.0,,1.24,0.23,1.35,6040.0,,14/09/29,"""Confirmed planets,  Planets in binary systems,  S-type""",,,2.0083900000000003,0.618,,20 55 08,0.0335,,2,WASP-94 B
Kepler-366 b,,,+49 05 03,transit,2014.0,1268.38,,,1.1,,1.048,6209.0,,14/02/26,Confirmed planets,,,3.2819589999999996,,0.13305,19 47 24,,,0,Kepler-366
Kepler-366 c,,,+49 05 03,transit,2014.0,1268.38,,,1.1,,1.048,6209.0,,14/02/26,Confirmed planets,,,12.516160000000001,,0.16312000000000001,19 47 24,,,0,Kepler-366
WASP-97 b,,,-55 46 19,transit,2013.0,,,11.9,1.12,0.23,1.06,5640.0,88.0,13/10/22,Confirmed planets,,,2.0727599999999997,1.32,1.13,01 38 25,0.033030000000000004,1555.0,0,WASP-97
POTS-1 b,,,-66 34 52.02,transit,2013.0,1200.0,,,0.695,-0.03,0.588,4400.0,88.6,13/09/01,Confirmed planets,,,3.1606296,2.31,0.941,13 34 26.130,0.03734,,0,POTS-1
Kepler-871 b,,,+43 22 05,transit,2016.0,,,,1.11,0.09,1.14,5993.0,,16/05/10,Confirmed planets,,,22.0459018,,0.33399999999999996,19 38 07,,,0,Kepler-871
Kepler-32 b,,,+46 34 27,transit,2012.0,399.0,,,0.58,,0.53,3900.0,,14/02/26,Confirmed planets,,,5.901263,,0.19137,19 51 22,,,0,Kepler-32
Kepler-32 c,,,+46 34 27,transit,2012.0,399.0,,,0.58,,0.53,3900.0,,14/02/26,Confirmed planets,,,8.752212,,0.20231,19 51 22,,,0,Kepler-32
Kepler-32 d,,,+46 34 27,transit,2013.0,399.0,,,0.58,,0.53,3900.0,,14/02/26,Confirmed planets,,,22.780815,,0.2178,19 51 22,,,0,Kepler-32
Kepler-32 e,,,+46 34 27,transit,2013.0,399.0,,,0.58,,0.53,3900.0,,14/02/26,Confirmed planets,,,2.896027,,0.10024,19 51 22,,,0,Kepler-32
Kepler-32 f,,,+46 34 27,transit,2013.0,399.0,,,0.58,,0.53,3900.0,,14/02/26,Confirmed planets,,,0.74295,,0.0729,19 51 22,,,0,Kepler-32
KOI-1873.02,,,+40 00 30,transit,2013.0,1680.75,,0.3,0.98,,0.97,6134.0,,13/09/13,Confirmed planets,,,34.921,0.07046000000000001,0.2096,19 43 14,,,0,KOI-1873
KOI-1873.01,,,+40 00 30,transit,2013.0,1680.75,,0.3,0.98,,0.97,6134.0,,13/09/13,Confirmed planets,,,71.312,0.10286,0.4921,19 43 14,,,0,KOI-1873
WASP-22 b,,,-23 49 11,transit,2010.0,300.0,0.0,,1.1,-0.05,1.13,6000.0,88.26,11/07/01,Confirmed planets,,,3.5327312999999996,0.588,1.158,03 31 16,0.04698,1297.5,0,WASP-22
Kepler-1381 b,,,+48 43 40,transit,2016.0,,,,0.96,-0.1,0.94,5747.0,,16/05/10,Confirmed planets,,,25.3842686,,0.201,19 10 09,,,0,Kepler-1381
HD 41004 A b,,,-48 14 23,RV,2004.0,43.03,0.74,,0.4,-0.09,,5035.0,,12/11/30,"""Confirmed planets,  Planets in binary systems,  S-type""",,,963.0,2.54,,05 59 50,1.7,174.8,2,HD 41004 A
Kepler-1092 b,,,+47 06 46,transit,2016.0,,,,0.99,-0.09,1.0,5862.0,,16/05/10,Confirmed planets,,,58.6017925,,0.185,19 50 54,,,0,Kepler-1092
Kepler-1350 b,,,+46 40 47,transit,2016.0,,,,0.55,-0.06,0.53,3827.0,,16/05/10,Confirmed planets,,,4.4968604,,0.225,19 13 00,,,0,Kepler-1350
Kepler-1350 c,,,+46 40 47,transit,2016.0,,,,0.55,-0.06,0.53,3827.0,,16/05/10,Confirmed planets,,,1.76678906,,0.154,19 13 00,,,0,Kepler-1350
HATS-30 b,,,-59 03 27,transit,2016.0,339.0,0.048,2.3,1.093,0.06,1.061,5943.0,86.84,16/07/28,Confirmed planets,,,3.1743516,0.706,1.175,00 22 28,0.043539999999999995,,0,HATS-30
HD 62509 b,,,+28 01 34,RV,2006.0,10.34,0.02,,1.47,0.19,9.3,4666.0,,06/07/11,Confirmed planets,,,589.64,2.9,,07 45 18,1.69,482.6,0,HD 62509
Kepler-1532 b,,,+41 11 53,transit,2016.0,,,,0.91,-0.1,0.88,5559.0,,16/05/10,Confirmed planets,,,1.09366356,,0.12,19 47 37,,,0,Kepler-1532
Kepler-430 b,,,+49 34 46.0,transit,2015.0,,,,1.166,,1.485,5884.0,,15/03/18,Confirmed planets,,,35.968,,0.29,19 31 14.07,0.2244,,0,Kepler-430
Kepler-430 c,,,+49 34 46.0,transit,2015.0,,,,1.166,,1.485,5884.0,,15/03/18,Confirmed planets,,,110.979,,0.156,19 31 14.07,0.4757,,0,Kepler-430
Kepler-975 b,,,+38 29 43,transit,2016.0,,,,0.8,0.07,0.75,4897.0,,16/05/10,Confirmed planets,,,1.97034246,,0.132,19 22 12,,,0,Kepler-975
Kepler-292 f,,,+42 25 27,transit,2014.0,1216.22,,,0.834,,0.826,5299.0,,14/02/26,Confirmed planets,,,20.834236999999998,,0.21416,19 43 03,,,0,Kepler-292
Kepler-292 d,,,+42 25 27,transit,2014.0,1216.22,,,0.834,,0.826,5299.0,,14/02/26,Confirmed planets,,,7.055679,,0.20322,19 43 03,,,0,Kepler-292
Kepler-292 e,,,+42 25 27,transit,2014.0,1216.22,,,0.834,,0.826,5299.0,,14/02/26,Confirmed planets,,,11.97901,,0.24331999999999998,19 43 03,,,0,Kepler-292
Kepler-292 c,,,+42 25 27,transit,2014.0,1216.22,,,0.834,,0.826,5299.0,,14/02/26,Confirmed planets,,,3.715335,,0.13396,19 43 03,,,0,Kepler-292
Kepler-292 b,,,+42 25 27,transit,2014.0,1216.22,,,0.834,,0.826,5299.0,,14/02/26,Confirmed planets,,,2.580827,,0.12029000000000001,19 43 03,,,0,Kepler-292
Kepler-374 c,,,+42 22 13,transit,2014.0,950.89,,,1.03,,0.9109999999999999,5977.0,,14/02/26,Confirmed planets,,,3.282807,,0.10024,19 36 33,,,0,Kepler-374
Kepler-374 d,,,+42 22 13,transit,2014.0,950.89,,,1.03,,0.9109999999999999,5977.0,,14/02/26,Confirmed planets,,,5.028219,,0.11938,19 36 33,,,0,Kepler-374
Kepler-374 b,,,+42 22 13,transit,2014.0,950.89,,,1.03,,0.9109999999999999,5977.0,,14/02/26,Confirmed planets,,,1.897806,,0.09386,19 36 33,,,0,Kepler-374
Kepler-1122 b,,,+46 20 27,transit,2016.0,,,,0.92,-0.03,0.89,5544.0,,16/05/10,Confirmed planets,,,42.1917357,,0.182,19 13 07,,,0,Kepler-1122
JS 183 b,,,+18 58 36,transit,2017.0,,0.24,,0.44,0.2,0.44,3325.0,89.25,17/03/28,Confirmed planets,,283.0,10.134588,1.67,0.32,08 37 27,,,0,JS 183
Kepler-995 b,,,+39 07 52,transit,2016.0,,,,0.83,-0.07,0.8,5206.0,,16/05/10,Confirmed planets,,,28.26731672,,0.24100000000000002,18 58 28,,,0,Kepler-995
