PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,SurfaceTempK,DiscoveryMethod,DiscoveryYear,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,ListsPlanetIsOn,HostStar
Kepler-1329 b,0,,0.19399999999999998,9.33646594,,,,transit,2016.0,0.72,0.69,0.02,4500.0,Confirmed planets,Kepler-1329
HD 202206 b,0,17.4,,255.87,0.83,0.435,277.6,RV,2002.0,1.13,1.02,0.37,5750.0,Confirmed planets,HD 202206
HD 202206 c,0,2.44,,1383.4,2.55,0.267,159.6,RV,2004.0,1.13,1.02,0.37,5750.0,Confirmed planets,HD 202206
Kepler-918 b,0,,0.155,4.85386933,,,,transit,2016.0,1.11,1.14,0.06,6028.0,Confirmed planets,Kepler-918
Kepler-1326 b,0,,0.373,42.351426700000005,,,,transit,2016.0,1.45,1.74,0.02,6725.0,Confirmed planets,Kepler-1326
Kepler-924 b,0,,0.27399999999999997,61.03701170000001,,,,transit,2016.0,1.14,1.23,0.01,6167.0,Confirmed planets,Kepler-924
Kepler-1255 b,0,,0.207,36.2919336,,,,transit,2016.0,1.08,1.12,0.02,6018.0,Confirmed planets,Kepler-1255
EPIC 211990866 b,0,,0.31,1.673916,,0.24,,,2016.0,1.18,1.19,,6120.0,Confirmed planets,EPIC 211990866
EPIC 201828749 b,2,,0.353,33.51569,0.1875,,613.0,transit,2015.0,0.74,0.71,-0.69,5552.0,"Controversial, Planets in binary systems, S-type",EPIC 201828749
HD 131664 b,0,85.2,,1951.0,3.17,0.638,,RV,,1.1,1.16,0.32,5886.0,Controversial,HD 131664
Kepler-728 b,0,,0.298,5.74347727,,,,transit,2016.0,0.95,0.93,-0.03,5660.0,Confirmed planets,Kepler-728
wasp-92 b,0,0.805,1.4609999999999999,2.1746742,0.0348,0.0,,transit,2016.0,1.19,1.341,0.0,6280.0,Confirmed planets,wasp-92
OGLE-2015-BLG-0954L b,0,4.4,,,1.2,,,,2016.0,0.37,,,,Confirmed planets,OGLE-2015-BLG-0954L
Kepler-968 b,0,,0.17800000000000002,3.69298373,,,,transit,2016.0,0.76,0.7,0.13,4598.0,Confirmed planets,Kepler-968
Kepler-968 c,0,,0.151,5.70940492,,,,transit,2016.0,0.76,0.7,0.13,4598.0,Confirmed planets,Kepler-968
Kepler-1085 b,0,,0.644,219.32175279999998,,,,transit,2016.0,1.11,1.14,0.08,6000.0,Confirmed planets,Kepler-1085
Kepler-709 b,0,,0.261,16.08524954,,,,transit,2016.0,0.8,0.77,-0.08,5071.0,Confirmed planets,Kepler-709
Kepler-1639 b,0,,0.23,9.878482,,,,transit,2016.0,1.12,1.18,-0.03,6150.0,Confirmed planets,Kepler-1639
Kepler-1256 b,0,,0.133,12.4127754,,,,transit,2016.0,1.17,1.36,0.05,6129.0,Confirmed planets,Kepler-1256
Kepler-977 b,0,,0.23399999999999999,26.85328322,,,,transit,2016.0,0.87,0.83,-0.01,5315.0,Confirmed planets,Kepler-977
Kepler-951 b,0,,0.499,71.52530845,,,,transit,2016.0,0.77,0.73,-0.01,4834.0,Confirmed planets,Kepler-951
CoRoT-21 b,0,2.26,1.3,2.72474,0.0417,0.0,1867.0,transit,2011.0,1.29,1.945,,6200.0,Confirmed planets,CoRoT-21
KIC 6185331 b,0,,0.72,49.769709999999996,0.2672,,,transit,2011.0,1.0270000000000001,1.27,0.11,,Confirmed planets,KIC 6185331
Kepler-395 c,0,,0.12029000000000001,34.989262,,,,transit,2014.0,0.547,0.556,,4262.0,Confirmed planets,Kepler-395
Kepler-395 b,0,,0.09386,7.054346000000001,,,,transit,2014.0,0.547,0.556,,4262.0,Confirmed planets,Kepler-395
HD 9174 b,0,1.11,,1179.0,2.2,0.12,,RV,2016.0,1.03,1.67,0.39,5577.0,Confirmed planets,HD 9174
Kepler-805 b,0,,0.258,30.863893100000006,,,,transit,2016.0,1.19,1.65,-0.06,6112.0,Confirmed planets,Kepler-805
EPIC 201855371 b,0,,0.205,17.96753,0.11900000000000001,,487.0,transit,2015.0,0.71,0.66,0.15,4320.0,Confirmed planets,EPIC 201855371
HD 66428 b,0,3.194,,2293.0,3.471,0.44,,RV,2006.0,1.061,0.98,0.31,5752.0,Confirmed planets,HD 66428
Kepler-626 b,0,,0.204,14.48585199,,,,transit,2016.0,1.01,1.05,0.01,5813.0,Confirmed planets,Kepler-626
WASP-33 b,0,4.59,1.4380000000000002,1.21986967,0.025580000000000002,0.0,2451.5,transit,2010.0,1.495,1.444,0.1,7400.0,Confirmed planets,WASP-33
Kepler-1037 b,0,,0.114,1.06378867,,,,transit,2016.0,0.82,0.78,-0.03,5105.0,Confirmed planets,Kepler-1037
Gliese 3293 b,0,0.076,,30.6,0.1434,0.09,,RV,2014.0,0.42,0.40399999999999997,0.02,3466.0,Confirmed planets,Gliese 3293
Gliese 3293 d,0,0.07,,123.98,0.3644,0.37,,RV,2014.0,0.42,0.40399999999999997,0.02,3466.0,Confirmed planets,Gliese 3293
Gliese 3293 c,0,0.027000000000000003,,48.14,0.1939,0.13,,RV,2014.0,0.42,0.40399999999999997,0.02,3466.0,Controversial,Gliese 3293
Kepler-568 b,0,,0.20199999999999999,11.02347475,,,,transit,2016.0,0.55,0.53,0.11,3768.0,Confirmed planets,Kepler-568
Kepler-91 b,0,0.66,1.4,6.24668005,0.0726,0.0519,,transit,2013.0,1.31,6.3,0.11,4550.0,Confirmed planets,Kepler-91
Kepler-1346 b,0,,0.141,3.40165668,,,,transit,2016.0,1.14,1.21,0.04,6133.0,Confirmed planets,Kepler-1346
HD 27631 b,0,1.45,,2208.0,3.25,0.12,137.7,RV,2011.0,0.94,1.0,-0.12,5737.0,Confirmed planets,HD 27631
CHXR 73 b,0,12.0,,,,,,imaging,2006.0,0.35,,,3840.0,Confirmed planets,CHXR 73
EPIC 201403446 b,2,,0.188,19.15344,0.1408,,889.0,transit,2015.0,1.01,1.12,-0.5,6445.0,"Controversial, Planets in binary systems, S-type",EPIC 201403446
Kepler-277 b,0,0.27619,0.2661,17.324,,,,transit,2013.0,1.19,1.65,,5946.0,Confirmed planets,Kepler-277
Kepler-277 c,0,0.20856,0.3062,33.006,,,,transit,2013.0,1.19,1.65,,5946.0,Confirmed planets,Kepler-277
Kepler-1273 b,0,,0.222,28.625653000000003,,,,transit,2016.0,0.94,0.91,0.03,5566.0,Confirmed planets,Kepler-1273
KMT-2015-1 b,0,2.2,,,,,,microlensing,2015.0,0.18,,,,Confirmed planets,KMT-2015-1
Kepler-58 b,0,,0.25699,10.218558,,,,transit,2014.0,1.04,1.127,,6099.0,Confirmed planets,Kepler-58
Kepler-58 c,0,,0.24241,54.15574300000001,,,,transit,2014.0,1.04,1.127,,6099.0,Confirmed planets,Kepler-58
Kepler-58 d,0,,0.26792,40.101371,,,,transit,2014.0,1.04,1.127,,6099.0,Confirmed planets,Kepler-58
Kepler-1166 b,0,,0.151,33.2406882,,,,transit,2016.0,0.9,0.86,-0.02,5446.0,Confirmed planets,Kepler-1166
OGLE-2012-BLG-0950L b,0,0.11,,,2.7,,,,2016.0,0.56,,,5500.0,Confirmed planets,OGLE-2012-BLG-0950L
Kepler-245 b,0,,0.2342,7.490189999999999,,,,transit,2014.0,0.777,0.795,,5100.0,Confirmed planets,Kepler-245
Kepler-245 d,0,,0.27612,36.277108,,,,transit,2014.0,0.777,0.795,,5100.0,Confirmed planets,Kepler-245
Kepler-245 c,0,,0.19866,17.460812,,,,transit,2014.0,0.777,0.795,,5100.0,Confirmed planets,Kepler-245
Kepler-245 e,0,,0.156,3.21982106,,,,transit,2016.0,0.777,0.795,,5100.0,Confirmed planets,Kepler-245
Kepler-1073 b,0,,0.205,8.67888593,,,,transit,2016.0,1.0,1.0,0.0,5792.0,Confirmed planets,Kepler-1073
Kepler-1073 c,0,,0.146,4.02582254,,,,transit,2016.0,1.0,1.0,0.0,5792.0,Confirmed planets,Kepler-1073
Kepler-559 b,0,,0.322,17.58752333,,,,transit,2016.0,0.96,0.95,0.03,5630.0,Confirmed planets,Kepler-559
Kepler-782 b,0,,0.28600000000000003,158.68533080000003,,,,transit,2016.0,0.98,1.01,-0.14,5867.0,Confirmed planets,Kepler-782
Kepler-1629 b,0,,0.069,3.87595807,,,,transit,2016.0,1.01,1.01,0.05,5776.0,Confirmed planets,Kepler-1629
Kepler-1016 b,0,,0.19399999999999998,1.95452434,,,,transit,2016.0,0.99,1.0,-0.03,5821.0,Confirmed planets,Kepler-1016
Kepler-1016 c,0,,0.32799999999999996,105.65513689999999,,,,transit,2016.0,0.99,1.0,-0.03,5821.0,Confirmed planets,Kepler-1016
NY Virginis (AB) b,1,2.3,,2900.0,3.3,,,timing,2011.0,,,,,"Confirmed planets, Planets in binary systems, P-type",NY Virginis (AB)
HD 219077 b,0,10.39,,5501.0,6.22,0.77,124.9,RV,2012.0,1.05,1.91,-0.13,5362.0,Confirmed planets,HD 219077
HW Vir (AB) b,1,14.3,,4640.0,4.69,0.4,,timing,2008.0,,,,,"Controversial, Planets in binary systems, P-type",HW Vir (AB)
WASP-13 b,0,0.5,1.4069999999999998,4.3530135,0.05379,0.0,1203.3,transit,2008.0,1.187,1.5590000000000002,0.0,5989.0,Confirmed planets,WASP-13
HD 215152 b,0,0.0087,,7.2825,0.0652,0.34,704.7,RV,2011.0,,,,5150.0,Confirmed planets,HD 215152
HD 215152 c,0,0.0097,,10.866,0.0852,0.38,615.3,RV,2011.0,,,,5150.0,Confirmed planets,HD 215152
18 Del b,0,10.3,,993.3,2.6,0.08,,RV,2008.0,2.3,8.5,-0.052000000000000005,4979.0,Confirmed planets,18 Del
Kepler-210 c,0,,0.436,7.9725,0.037102328510000004,,,transit,2014.0,0.612,0.65,,4559.0,Confirmed planets,Kepler-210
Kepler-210 b,0,,0.3419,2.4532,0.014207696090000001,,,transit,2014.0,0.612,0.65,,4559.0,Confirmed planets,Kepler-210
HD 210702 b,0,1.9,,354.8,1.2,0.094,,RV,2007.0,1.68,5.1,0.12,4967.0,Confirmed planets,HD 210702
Kepler-1110 b,0,,0.237,9.69312032,,,,transit,2016.0,0.73,0.7,-0.16,4781.0,Confirmed planets,Kepler-1110
HD 165155 b,0,2.89,,434.5,1.13,0.2,,RV,2016.0,1.02,0.95,0.09,5426.0,Confirmed planets,HD 165155
HD 210277 b,0,1.23,,442.1,1.1,0.47200000000000003,240.3,RV,1998.0,1.09,1.1,0.19,5532.0,Confirmed planets,HD 210277
WASP-135 b,0,1.9,1.3,1.4013794,0.0243,0.0,,transit,2015.0,0.98,0.96,0.02,5675.0,Confirmed planets,WASP-135
HIP 67537 b,0,11.1,,2592.5,4.96,0.59,,,2016.0,2.41,8.69,0.15,4985.0,Confirmed planets,HIP 67537
Kepler-532 b,0,,0.22899999999999998,12.92491623,,,,transit,2016.0,0.87,0.79,0.0,5192.0,Confirmed planets,Kepler-532
Kepler-1390 b,0,,0.105,6.48021673,,,,transit,2016.0,0.98,0.98,-0.01,5753.0,Confirmed planets,Kepler-1390
Gliese 15 A b,2,0.01683,,11.4433,0.0717,0.0,,RV,2014.0,0.375,0.3863,-0.32,3567.0,"Confirmed planets, Planets in binary systems, S-type",Gliese 15 A
HD 330075 b,0,0.62,,3.3877300000000004,0.039,0.0,1023.2,RV,2004.0,0.95,,0.03,6295.0,Confirmed planets,HD 330075
Kepler-891 b,0,,0.5720000000000001,53.44945593,,,,transit,2016.0,1.06,1.07,0.09,5887.0,Confirmed planets,Kepler-891
Kepler-1402 b,0,,0.068,2.03387914,,,,transit,2016.0,0.9,0.87,0.03,5416.0,Confirmed planets,Kepler-1402
Kepler-1182 b,0,,0.215,11.17394617,,,,transit,2016.0,1.04,1.05,0.01,5924.0,Confirmed planets,Kepler-1182
HAT-P-55 b,0,0.5820000000000001,1.182,,0.04604,,1313.0,transit,2015.0,1.013,1.011,-0.03,5808.0,Confirmed planets,HAT-P-55
Kepler-45 b,0,0.505,0.96,2.4552389999999997,0.027000000000000003,0.11,774.0,transit,2011.0,0.59,0.55,0.08,3820.0,Confirmed planets,Kepler-45
Kepler-1490 b,0,,0.271,92.4362973,,,,transit,2016.0,0.9,0.87,-0.08,5515.0,Confirmed planets,Kepler-1490
WASP-121 b,0,1.183,1.807,1.2749255,0.02544,,2358.0,transit,2015.0,1.3530000000000002,1.4580000000000002,0.13,6459.0,Confirmed planets,WASP-121
Kepler-25 b,0,,0.2411,6.238536900000001,0.068,0.05,1220.6,transit,2012.0,1.26,1.34,0.11,6354.0,Confirmed planets,Kepler-25
Kepler-25 c,0,,0.4598,12.720367800000002,0.11,0.01,959.7,transit,2012.0,1.26,1.34,0.11,6354.0,Confirmed planets,Kepler-25
Kepler-25 d,0,0.282798,,123.0,,,,RV,2014.0,1.26,1.34,0.11,6354.0,Confirmed planets,Kepler-25
WASP-70 A b,2,0.59,1.1640000000000001,3.7130203,0.048530000000000004,,1387.0,transit,2011.0,1.1059999999999999,1.215,-0.006,5700.0,"Confirmed planets, Planets in binary systems, S-type",WASP-70 A
HD 102956 b,0,0.96,,6.495,0.081,0.048,1642.2,RV,2010.0,1.68,4.4,0.19,5054.0,Confirmed planets,HD 102956
WTS-1 b,0,4.01,1.49,3.35,0.047,0.0,1362.3,transit,2012.0,1.2,1.15,,6250.0,Confirmed planets,WTS-1
BD+49 828 b,0,1.6,,2590.0,4.2,0.35,,RV,2015.0,1.52,7.6,-0.19,4943.0,Confirmed planets,BD+49 828
HD 66141 b,0,6.0,,480.5,1.2,0.07,801.4,RV,2012.0,1.1,22.0,-0.36,4305.0,Confirmed planets,HD 66141
CoRoT-2 b,0,3.31,1.465,1.7429964,0.0281,0.0,1392.7,transit,2007.0,0.97,0.902,,5575.0,Confirmed planets,CoRoT-2
HD 176051 b,0,1.5,,1016.0,1.76,0.0,,RV,2010.0,,,,5700.0,Confirmed planets,HD 176051
Kepler-894 b,0,,0.248,9.803224,,,,transit,2016.0,0.87,0.85,-0.25,5603.0,Confirmed planets,Kepler-894
Kepler-295 b,0,,0.11118,12.645164,,,,transit,2014.0,0.885,0.898,,5603.0,Confirmed planets,Kepler-295
Kepler-295 c,0,,0.10662,21.526258,,,,transit,2014.0,0.885,0.898,,5603.0,Confirmed planets,Kepler-295
Kepler-295 d,0,,0.12394000000000001,33.884054,,,,transit,2014.0,0.885,0.898,,5603.0,Confirmed planets,Kepler-295
XO-5 b,0,1.077,1.03,4.1877537,0.0487,0.0,1133.5,transit,2008.0,0.88,1.06,0.18,5510.0,Confirmed planets,XO-5
EPIC 201367065 b,0,0.0264,0.19399999999999998,10.05449,0.0769,,,transit,2015.0,0.6,0.56,-0.32,3896.0,Confirmed planets,EPIC 201367065
EPIC 201367065 c,0,,0.165,24.643539999999998,0.1399,,,transit,2015.0,0.6,0.56,-0.32,3896.0,Confirmed planets,EPIC 201367065
EPIC 201367065 d,0,,0.135,44.55983,0.2076,,,transit,2015.0,0.6,0.56,-0.32,3896.0,Confirmed planets,EPIC 201367065
Kepler-1093 b,0,,0.174,25.082462600000003,,,,transit,2016.0,1.13,1.2,-0.01,6166.0,Confirmed planets,Kepler-1093
Kepler-1093 c,0,,0.175,89.72229200000001,,,,transit,2016.0,1.13,1.2,-0.01,6166.0,Confirmed planets,Kepler-1093
Kepler-1632 b,0,,0.22,448.303558,,,,transit,2016.0,1.12,1.19,0.0,6137.0,Confirmed planets,Kepler-1632
Kepler-1407 b,0,,0.201,20.071150399999997,,,,transit,2016.0,1.1,1.15,0.05,6010.0,Confirmed planets,Kepler-1407
2MASS 0122-2439 B,0,,,,,,,imaging,2013.0,0.4,,,,Confirmed planets,2MASS 0122-2439
Kepler-229 c,0,,0.44836000000000004,16.068638,,,,transit,2014.0,0.794,0.728,,5120.0,Confirmed planets,Kepler-229
Kepler-229 d,0,,0.35085,41.194912,,,,transit,2014.0,0.794,0.728,,5120.0,Confirmed planets,Kepler-229
Kepler-229 b,0,,0.20049,6.252972,,,,transit,2014.0,0.794,0.728,,5120.0,Confirmed planets,Kepler-229
HD 9446 b,0,0.7,,30.052,0.18899999999999997,0.2,586.1,RV,2010.0,1.0,1.0,0.09,5793.0,Confirmed planets,HD 9446
HD 9446 c,0,1.82,,192.9,0.654,0.06,315.8,RV,2010.0,1.0,1.0,0.09,5793.0,Confirmed planets,HD 9446
Kepler-997 b,0,,0.121,2.70730672,,,,transit,2016.0,1.22,1.56,0.05,6150.0,Confirmed planets,Kepler-997
HD 125612 b,0,3.0,,502.0,1.37,0.46,224.5,RV,2007.0,1.1,1.05,0.24,5897.0,Confirmed planets,HD 125612
HD 125612 c,0,0.057999999999999996,,4.1547,0.05,0.27,1186.0,RV,2009.0,1.1,1.05,0.24,5897.0,Confirmed planets,HD 125612
HD 125612 d,0,7.2,,3008.0,4.2,0.28,129.4,RV,2009.0,1.1,1.05,0.24,5897.0,Confirmed planets,HD 125612
Kepler-362 c,0,,0.13214,37.866281,,,,transit,2014.0,,0.722,,5788.0,Confirmed planets,Kepler-362
Kepler-362 b,0,,0.08019,10.327186,,,,transit,2014.0,,0.722,,5788.0,Confirmed planets,Kepler-362
Kepler-241 b,0,,0.21233000000000002,12.718092,,,,transit,2014.0,0.6709999999999999,0.6679999999999999,,4699.0,Confirmed planets,Kepler-241
Kepler-241 c,0,,0.2342,36.065978,,,,transit,2014.0,0.6709999999999999,0.6679999999999999,,4699.0,Confirmed planets,Kepler-241
Qatar-2 b,0,2.487,1.1440000000000001,1.3371182,0.021490000000000002,0.0,1179.7,transit,2011.0,0.74,0.713,,4645.0,Confirmed planets,Qatar-2
Kepler-1214 b,0,,0.21100000000000002,18.82634264,,,,transit,2016.0,0.85,0.8,0.05,5130.0,Confirmed planets,Kepler-1214
Kepler-102 e,0,0.028091,0.202309,16.1457,,,,transit,2014.0,0.8,0.74,0.08,4903.0,Confirmed planets,Kepler-102
Kepler-102 d,0,0.011954000000000001,0.10753399999999999,10.3117,,,,transit,2014.0,0.8,0.74,0.08,4903.0,Confirmed planets,Kepler-102
Kepler-102 f,0,,0.080195,27.4536,,,,transit,2014.0,0.8,0.74,0.08,4903.0,Confirmed planets,Kepler-102
Kepler-102 c,0,,0.05285599999999999,7.07142,,,,transit,2014.0,0.8,0.74,0.08,4903.0,Confirmed planets,Kepler-102
Kepler-102 b,0,,0.042831,5.28696,,,,transit,2014.0,0.8,0.74,0.08,4903.0,Confirmed planets,Kepler-102
HAT-P-37 b,0,1.169,1.178,2.7974360000000003,0.0378,0.057999999999999996,1166.3,transit,2012.0,0.929,0.877,0.03,5500.0,Confirmed planets,HAT-P-37
EPIC 218916923 b,0,0.381,0.812,28.38229,0.1811,0.0,,,2017.0,0.9179999999999999,0.86,0.21,5287.0,Confirmed planets,EPIC 218916923
WASP-8 b,2,2.244,1.038,8.158714999999999,0.0801,0.31,846.5,transit,2008.0,1.033,0.953,0.17,5600.0,"Confirmed planets, Planets in binary systems, S-type",WASP-8
HR 810 b,0,2.26,,320.1,0.925,0.161,373.3,RV,1999.0,1.11,1.85,0.25,5997.0,Confirmed planets,HR 810
HAT-P-29 b,0,0.778,1.107,5.72318,0.0667,0.095,1149.1,transit,2011.0,1.207,1.224,0.21,6087.0,Confirmed planets,HAT-P-29
HD 4732 b,0,2.37,,360.2,1.19,0.13,,RV,2012.0,1.74,5.4,0.01,4959.0,Confirmed planets,HD 4732
HD 4732 c,0,2.37,,2732.0,4.6,0.23,,RV,2012.0,1.74,5.4,0.01,4959.0,Confirmed planets,HD 4732
WASP-140 b,0,2.44,1.44,2.2359835,0.0323,0.047,,transit,2016.0,0.9,0.87,0.12,5260.0,Confirmed planets,WASP-140
HD 1666 b,0,6.43,,270.0,0.94,0.63,,RV,2015.0,1.5,1.93,0.37,6317.0,Confirmed planets,HD 1666
Kepler-677 b,0,,0.48,6.57531678,,,,transit,2016.0,1.0,0.99,0.06,5723.0,Confirmed planets,Kepler-677
Kepler-1362 b,0,,0.23199999999999998,136.205626,,,,transit,2016.0,0.8,0.74,0.06,4857.0,Confirmed planets,Kepler-1362
Kepler-1609 b,0,,0.198,114.34218999999999,,,,transit,2016.0,1.18,1.27,0.1,6132.0,Confirmed planets,Kepler-1609
Kepler-434 b,0,2.86,1.13,12.874709900000001,0.1143,,1000.0,transit,2015.0,1.198,1.38,0.35,5970.0,Confirmed planets,Kepler-434
Kepler-1534 b,0,,0.16899999999999998,5.71668872,,,,transit,2016.0,0.9,0.86,-0.01,5442.0,Confirmed planets,Kepler-1534
Kepler-1484 b,0,,0.188,30.4549136,,,,transit,2016.0,0.94,0.92,-0.17,5730.0,Confirmed planets,Kepler-1484
Kepler-1584 b,0,,0.14400000000000002,13.399709900000001,,,,transit,2016.0,1.1,1.13,0.0,6069.0,Confirmed planets,Kepler-1584
Kepler-203 b,0,,0.2342,3.162697,,,,transit,2014.0,1.01,1.114,,5821.0,Confirmed planets,Kepler-203
Kepler-203 c,0,,0.22509,5.370647,,,,transit,2014.0,1.01,1.114,,5821.0,Confirmed planets,Kepler-203
Kepler-203 d,0,,0.13122999999999999,11.32972,,,,transit,2014.0,1.01,1.114,,5821.0,Confirmed planets,Kepler-203
Kepler-847 b,0,,0.105,2.3432319,,,,transit,2016.0,0.83,0.77,0.15,4940.0,Confirmed planets,Kepler-847
HAT-P-22 b,0,2.147,1.08,3.21222,0.0414,0.016,1171.7,transit,2010.0,0.9159999999999999,1.04,0.24,5302.0,Confirmed planets,HAT-P-22
HD 10442 b,0,2.1,,1043.0,2.335,0.11,,RV,2014.0,1.56,,0.11,5034.0,Confirmed planets,HD 10442
Kepler-1028 b,0,,0.11900000000000001,2.51462432,,,,transit,2016.0,0.9,0.87,-0.09,5522.0,Confirmed planets,Kepler-1028
Kepler-261 b,0,,0.19866,10.381227,,,,transit,2014.0,0.8759999999999999,0.794,,5098.0,Confirmed planets,Kepler-261
Kepler-261 c,0,,0.18225999999999998,24.570857999999998,,,,transit,2014.0,0.8759999999999999,0.794,,5098.0,Confirmed planets,Kepler-261
HATS-10 b,0,0.526,0.9690000000000001,3.312846,0.044910000000000005,,1407.0,transit,2015.0,1.101,1.105,0.15,5880.0,Confirmed planets,HATS-10
HD 68402 b,0,3.07,,1103.0,2.18,0.03,,RV,2016.0,1.12,1.02,0.29,5950.0,Confirmed planets,HD 68402
KIC 8012732 b,0,,0.87,431.4681,,,,transit,2015.0,0.92,1.22,0.2,6221.0,Confirmed planets,KIC 8012732
KIC 8540376 b,0,,0.366,31.8099,,,,transit,2015.0,1.035,1.26,-0.16,6474.0,Confirmed planets,KIC 8540376
KIC 8540376 c,0,,0.214,75.2,,,,transit,2015.0,1.035,1.26,-0.16,6474.0,Confirmed planets,KIC 8540376
Kepler-833 b,0,,0.18,18.7546998,,,,transit,2016.0,0.64,0.62,-0.18,4339.0,Confirmed planets,Kepler-833
HATS-5 b,0,0.237,0.912,4.763387000000001,0.0542,,1025.0,transit,2014.0,0.9359999999999999,0.871,0.19,5304.0,Confirmed planets,HATS-5
Kepler-38 (AB) b,1,,0.39641678,105.595,0.4644,0.032,,transit,2012.0,,,,,"Confirmed planets, Planets in binary systems, P-type",Kepler-38 (AB)
Kepler-52 c,0,,0.15583,16.384888,,,,transit,2014.0,0.5770000000000001,0.556,,4263.0,Confirmed planets,Kepler-52
Kepler-52 b,0,,0.21324,7.877407000000001,,,,transit,2014.0,0.5770000000000001,0.556,,4263.0,Confirmed planets,Kepler-52
Kepler-52 d,0,,0.1777,36.445171,,,,transit,2014.0,0.5770000000000001,0.556,,4263.0,Confirmed planets,Kepler-52
KOI-206 b,0,2.82,1.45,5.33408384,0.0679,,1776.0,transit,2012.0,1.46,2.26,0.06,6340.0,Confirmed planets,KOI-206
Kepler-753 b,0,,0.17,5.74772501,,,,transit,2016.0,0.68,0.65,-0.03,4346.0,Confirmed planets,Kepler-753
WASP-98 b,0,0.83,1.1,2.96264,0.036000000000000004,,1180.0,transit,2013.0,0.69,0.7,-0.6,5525.0,Confirmed planets,WASP-98
TrES-4 A b,2,0.494,1.838,3.55392771,0.0516,,1795.0,transit,2007.0,1.45,1.81,0.28,6295.0,"Confirmed planets, Planets in binary systems, S-type",TrES-4 A
HN Peg b,0,22.0,1.05,,,,1130.0,imaging,2007.0,1.0,,,5940.0,Confirmed planets,HN Peg
CFBDS 1458 b,0,6.5,,9855.0,2.6,,,imaging,2011.0,0.02,,,540.0,Confirmed planets,CFBDS 1458
MOA-2007-BLG-400-L b,0,0.9,,,0.85,,104.6,microlensing,2008.0,0.35,,,5700.0,Confirmed planets,MOA-2007-BLG-400-L
HD 17156 b,0,3.1910000000000003,1.095,21.2163979,0.1623,0.6768,790.5,transit,2007.0,1.275,1.508,0.24,6079.0,Confirmed planets,HD 17156
HD 1461 b,0,0.0239,,5.7727,0.063438,0.14,1054.8,RV,2009.0,1.08,1.095,0.19,5765.0,Confirmed planets,HD 1461
HD 1461 c,0,0.0186,,13.505,0.1117,0.0,795.9,RV,2011.0,1.08,1.095,0.19,5765.0,Confirmed planets,HD 1461
WASP-31 b,0,0.478,1.537,3.405909,0.04657,0.0,1410.6,transit,2010.0,1.16,1.24,-0.19,6200.0,Confirmed planets,WASP-31
BD-08 2823 b,0,0.045,,5.6,0.055999999999999994,0.15,,RV,2009.0,0.74,,-0.07,4746.0,Confirmed planets,BD-08 2823
BD-08 2823 c,0,0.33,,237.6,0.68,0.19,,RV,2009.0,0.74,,-0.07,4746.0,Confirmed planets,BD-08 2823
Kepler-903 b,0,,0.179,10.350772099999999,,,,transit,2016.0,0.98,0.97,0.05,5682.0,Confirmed planets,Kepler-903
Kepler-903 c,0,,0.226,62.9228557,,,,transit,2016.0,0.98,0.97,0.05,5682.0,Confirmed planets,Kepler-903
WASP-23 b,0,0.884,0.9620000000000001,2.9444256,0.0376,0.062,1024.0,transit,2010.0,0.78,0.765,,5150.0,Confirmed planets,WASP-23
Gliese 876 b,0,2.6697,,61.086999999999996,0.21858899999999998,0.034,,RV,2000.0,0.37,0.3761,0.19,3129.0,Confirmed planets,Gliese 876
Gliese 876 c,0,0.8429,,30.0766,0.135985,0.2539,,RV,2000.0,0.37,0.3761,0.19,3129.0,Confirmed planets,Gliese 876
Gliese 876 d,0,0.0217,,1.93787,0.0218393,0.10800000000000001,,RV,2005.0,0.37,0.3761,0.19,3129.0,Confirmed planets,Gliese 876
Gliese 876 e,0,0.053989999999999996,,124.72,0.3343,0.031,,RV,2010.0,0.37,0.3761,0.19,3129.0,Confirmed planets,Gliese 876
Kepler-595 b,0,,0.34,25.30292332,,,,transit,2016.0,0.87,0.83,0.08,5247.0,Confirmed planets,Kepler-595
Kepler-1319 b,0,,0.12,2.88676265,,,,transit,2016.0,0.56,0.54,0.44,3655.0,Confirmed planets,Kepler-1319
CoRoT-26 b,0,0.52,1.26,4.20474,0.0526,0.0,,transit,2013.0,1.09,1.79,0.01,5590.0,Confirmed planets,CoRoT-26
WASP-87 b,0,2.18,1.385,1.682795,0.029460000000000004,,2322.0,transit,2014.0,1.204,1.6269999999999998,-0.41,6450.0,Confirmed planets,WASP-87
Kepler-838 b,0,,0.244,15.74957994,,,,transit,2016.0,0.98,0.96,-0.06,5770.0,Confirmed planets,Kepler-838
Kepler-488 b,0,,1.409,3.12082923,,,,transit,2016.0,1.07,1.09,0.03,5970.0,Confirmed planets,Kepler-488
HD 117618 b,0,0.17800000000000002,,25.826999999999998,0.17600000000000002,0.42,664.2,RV,2004.0,1.05,1.19,0.04,5861.0,Confirmed planets,HD 117618
HD 117618.02,0,0.2,,318.0,0.93,0.0,,RV,2013.0,1.05,1.19,0.04,5861.0,Controversial,HD 117618
EPIC 201338508 c,0,,0.20199999999999999,10.93241,0.0818,,,transit,2015.0,0.61,0.57,-0.33,3930.0,Confirmed planets,EPIC 201338508
