,PlanetIdentifier,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarMassSlrMass,HostStarMetallicity,HostStarRadiusSlrRad,HostStarTempK,ListsPlanetIsOn,PeriodDays,PlanetaryMassJpt,RadiusJpt,RightAscension,SemiMajorAxisAU,SurfaceTempK,TypeFlag,HostStar,HostStarLuminosity,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarClass,HostStarColor
506,Kepler-405 c,+38 20 24,transit,2014.0,1513.02,,1.02,,0.893,5818.0,Confirmed planets,29.726682,,0.42467,19 25 38,,,0,Kepler-405,3.1493033157703056e+26,0.8650673189653488,1.2462590155810884,G,#fff4ea
507,Kepler-405 b,+38 20 24,transit,2014.0,1513.02,,1.02,,0.893,5818.0,Confirmed planets,10.613839,,0.18955,19 25 38,,,0,Kepler-405,3.1493033157703056e+26,0.8650673189653488,1.2462590155810884,G,#fff4ea
508,Kepler-1068 b,+46 23 33,transit,2016.0,,,1.01,0.03,1.01,5806.0,Confirmed planets,16.92344113,,0.324,19 38 36,,,0,Kepler-1068,3.995467280913174e+26,0.9743757108094809,1.403734122810144,G,#fff4ea
509,Kepler-29 b,+47 29 28,transit,2012.0,1246.0,,1.0,,0.96,5750.0,Confirmed planets,10.33,0.014184,0.328069,19 53 23,0.09,,0,Kepler-29,3.472406414776907e+26,0.9083598606199085,1.3086284048315637,G,#fff4ea
510,Kepler-29 c,+47 29 28,transit,2012.0,1246.0,,1.0,,0.96,5750.0,Confirmed planets,13.2907,0.012579,0.26427,19 53 23,0.11,,0,Kepler-29,3.472406414776907e+26,0.9083598606199085,1.3086284048315637,G,#fff4ea
511,KOI-372 b,+41 52 00.3,transit,2015.0,,0.172,1.014,-0.01,1.122,5820.0,Confirmed planets,125.63243,3.25,0.747,19 56 29.39,0.4988,,0,KOI-372,4.978452381008866e+26,1.0876516895113713,1.5669251330483394,G,#fff4ea
512,KOI-372 c,+41 52 00.3,timing,2015.0,,,1.014,-0.01,1.122,5820.0,Confirmed planets,,,,19 56 29.39,,,0,KOI-372,4.978452381008866e+26,1.0876516895113713,1.5669251330483394,G,#fff4ea
513,WASP-100 b,-64 01 37,transit,2013.0,,,1.57,-0.03,2.0,6900.0,Confirmed planets,2.849375,2.03,1.69,04 35 50,0.0457,2190.0,0,WASP-100,3.1251657732992164e+27,2.7250795818597253,3.9258852144946905,F,#f8f7ff
514,Kepler-21 b,+38 42 50.4593,transit,2011.0,112.9,,1.34,-0.15,1.86,6131.0,"""Confirmed planets,  Planets in binary systems,  S-type""",2.785755,,0.1456,19 09 26.83535,0.042509,,2,Kepler-21,1.6848756658636225e+27,2.0009055509454785,2.8826040789224794,S-type binary,nan
515,HAT-P-52 b,+29 01 20.6,transit,2015.0,385.0,,0.887,0.28,0.893,5131.0,Confirmed planets,2.7535953,0.818,1.009,02 50 53.20,0.03694,1218.0,0,HAT-P-52,1.9051434476101674e+26,0.6728317867912651,0.969314944484378,K,#ffd2a1
516,Kepler-1573 b,+49 29 06,transit,2016.0,,,1.01,0.02,1.0,5808.0,Confirmed planets,2.6157554,,0.107,19 31 57,,,0,Kepler-1573,3.922140398402886e+26,0.9653931834073827,1.3907934469666061,G,#fff4ea
517,FU Tau B,+25 03 03.05,imaging,2009.0,140.0,,0.05,,,2838.0,Confirmed planets,,15.0,,04 23 35.386,,2375.0,0,FU Tau,,,,M,#ffcc6f
518,Kepler-1009 b,+42 39 57,transit,2016.0,,,0.59,-0.12,0.57,4027.0,Confirmed planets,11.35011917,,0.194,18 51 26,,,0,Kepler-1009,2.9450517787358152e+25,0.2645386466813475,0.38110753483389354,K,#ffd2a1
519,Kepler-403 b,+46 44 40,transit,2014.0,605.63,,,,1.329,6090.0,Confirmed planets,7.0314619999999985,,0.11391,19 19 41,,,0,Kepler-403,8.374055548702372e+26,1.4106217596001087,2.0322118833238605,F,#f8f7ff
520,Kepler-403 c,+46 44 40,transit,2014.0,605.63,,,,1.329,6090.0,Confirmed planets,54.280749,,0.15947999999999998,19 19 41,,,0,Kepler-403,8.374055548702372e+26,1.4106217596001087,2.0322118833238605,F,#f8f7ff
521,Kepler-403 d,+46 44 40,transit,2016.0,605.63,,,,1.329,6090.0,Confirmed planets,13.61159129,,0.127,19 19 41,,,0,Kepler-403,8.374055548702372e+26,1.4106217596001087,2.0322118833238605,F,#f8f7ff
522,Kepler-986 b,+42 53 47,transit,2016.0,,,0.96,0.04,0.98,5642.0,Confirmed planets,56.434993799999994,,0.211,19 32 23,,,0,Kepler-986,3.354294450460589e+26,0.8927775316063221,1.2861797264556896,G,#fff4ea
523,Kepler-1435 b,+44 55 16,transit,2016.0,,,1.21,-0.03,1.32,6356.0,Confirmed planets,4.45343281,,0.077,19 24 42,,,0,Kepler-1435,9.801671012227483e+26,1.5261341861020234,2.198624831522896,F,#f8f7ff
524,Kepler-1283 b,+40 46 37,transit,2016.0,,,1.16,0.04,1.25,6175.0,Confirmed planets,12.9460978,,0.17,19 41 51,,,0,Kepler-1283,7.830411378494178e+26,1.3640646349381693,1.9651393733845517,F,#f8f7ff
525,Kepler-1211 b,+40 51 25,transit,2016.0,,,0.96,-0.08,0.94,5705.0,Confirmed planets,11.01816836,,0.227,19 02 53,,,0,Kepler-1211,3.2262276372215575e+26,0.8755685704800603,1.2613876409356408,G,#fff4ea
526,Kepler-1113 b,+39 20 20,transit,2016.0,,,1.12,0.18,1.17,5931.0,Confirmed planets,42.300495399999996,,0.251,19 17 38,,,0,Kepler-1113,5.838484406616344e+26,1.1778574206443981,1.696879996926536,G,#fff4ea
527,Kepler-389 b,+44 54 00,transit,2014.0,1101.76,,,,0.792,5376.0,Confirmed planets,3.244107,,0.13760999999999998,19 27 50,,,0,Kepler-389,1.805943289332847e+26,0.655080563990743,0.9437416498196362,G,#fff4ea
528,Kepler-389 c,+44 54 00,transit,2014.0,1101.76,,,,0.792,5376.0,Confirmed planets,14.51143,,0.13305,19 27 50,,,0,Kepler-389,1.805943289332847e+26,0.655080563990743,0.9437416498196362,G,#fff4ea
529,Kepler-1644 b,+48 02 06,transit,2016.0,,,0.89,-0.1,0.86,5499.0,Confirmed planets,21.0907758,,0.168,19 01 54,,,0,Kepler-1644,2.331033345842393e+26,0.7442466752027389,1.07219878551997,G,#fff4ea
530,ROXs 42 B b,-24 32 24,imaging,2013.0,120.0,,,,,,"""Confirmed planets,  Planets in binary systems,  P-type""",,10.0,,16 31 15,,,1,ROXs 42 B,,,,P-type binary,nan
531,Kepler-802 b,+45 00 28,transit,2016.0,,,0.93,0.06,0.9,5507.0,Confirmed planets,40.0587473,,0.316,19 04 04,,,0,Kepler-802,2.5678049387297947e+26,0.7811306427973479,1.125335664162155,G,#fff4ea
532,HD 73534 b,+12 57 37.346,RV,2009.0,85.8,0.022,1.17,0.16,2.65,4952.0,Confirmed planets,1707.0,1.02,,08 39 15.8032,2.95,,0,HD 73534,1.4555629648746736e+27,1.859765378239616,2.679270524597791,K,#ffd2a1
533,Kepler-1246 b,+48 58 56,transit,2016.0,,,0.73,-0.03,0.69,4611.0,Confirmed planets,11.32271513,,0.121,19 10 38,,,0,Kepler-1246,7.4181459783422925e+25,0.4198463169598941,0.6048514909748222,K,#ffd2a1
534,HD 178911 B b,+34 35 59,RV,2001.0,46.73,0.1243,1.07,0.28,1.14,5650.0,"""Confirmed planets,  Planets in binary systems,  S-type""",71.487,6.292000000000002,,19 09 03,0.32,469.8,2,HD 178911 B,4.564783651962932e+26,1.0414843768660518,1.5004142056927714,S-type binary,nan
535,Kepler-476 b,+43 57 47,transit,2016.0,,,1.03,0.04,1.09,5837.0,Confirmed planets,14.00640607,,0.275,19 40 39,,,0,Kepler-476,4.753663918956135e+26,1.0628130959611928,1.5311414194949386,G,#fff4ea
536,Kepler-1354 b,+37 45 33,transit,2016.0,,,1.16,0.03,1.24,6168.0,Confirmed planets,76.613377,,0.265,19 24 59,,,0,Kepler-1354,7.670744820752996e+26,1.350085981488355,1.9450010298064464,F,#f8f7ff
537,HD 65216 b,-63 38 50,RV,2003.0,34.3,0.41,0.92,-0.12,,5666.0,Confirmed planets,613.1,1.21,,07 53 41,1.37,193.9,0,HD 65216,,,,G,#fff4ea
538,HD 65216 c,-63 38 50,RV,2011.0,34.3,0.15,0.92,-0.12,,5666.0,Confirmed planets,5542.0,2.24,,07 53 41,,,0,HD 65216,,,,G,#fff4ea
539,HAT-P-42 b,+06 05 50,transit,2013.0,447.0,0.0,1.179,0.27,1.528,5743.0,Confirmed planets,4.641876,0.975,1.277,09 01 22,0.0575,1427.0,0,HAT-P-42,8.754244633484502e+26,1.442288030655679,2.0778318887588596,G,#fff4ea
540,Kepler-1590 b,+48 01 04,transit,2016.0,,,1.11,0.03,1.16,6053.0,Confirmed planets,7.61760804,,0.102,19 25 38,,,0,Kepler-1590,6.226089783015185e+26,1.2163270065016558,1.752301196120166,F,#f8f7ff
541,Kepler-1268 b,+43 09 12,transit,2016.0,,,1.06,0.05,1.09,5904.0,Confirmed planets,40.990398600000006,,0.181,19 11 21,,,0,Kepler-1268,4.975710409886344e+26,1.0873521265097752,1.5664935676854028,G,#fff4ea
542,DP Leo b,+17 57 41,timing,2009.0,400.0,0.39,,,,,"""Confirmed planets,  Planets in binary systems,  P-type""",10230.0,6.05,,11 17 16,8.19,,1,DP Leo,,,,P-type binary,nan
543,HD 216435 b,-48 35 53,RV,2002.0,33.3,0.07,1.3,0.244,2.0,5767.0,Confirmed planets,1311.0,1.26,,22 53 37,2.56,224.7,0,HD 216435,1.525023380408706e+27,1.9036228582543562,2.742453792154829,G,#fff4ea
544,Kepler-667 b,+49 01 02,transit,2016.0,,,0.91,0.15,0.87,5327.0,Confirmed planets,41.43962808,,0.422,19 42 13,,,0,Kepler-667,2.1008062335124325e+26,0.7065382182103687,1.0178741064341847,G,#fff4ea
545,Kepler-1419 b,+37 58 17,transit,2016.0,,,1.01,0.04,1.01,5796.0,Confirmed planets,42.521589500000005,,0.255,19 29 01,,,0,Kepler-1419,3.968011843767172e+26,0.9710221572449121,1.3989028267104642,G,#fff4ea
546,CoRoT-16 b,-06 00 09,transit,2010.0,840.0,0.33,1.098,0.19,1.19,5650.0,Confirmed planets,5.35227,0.53,1.17,18 34 06,0.0618,1085.5,0,CoRoT-16,4.9739844025428654e+26,1.0871635162022821,1.5662218462933317,G,#fff4ea
547,Kepler-252 c,+44 32 45,transit,2014.0,337.11,,0.61,,0.5489999999999999,4208.0,Confirmed planets,10.848463,,0.19593,19 42 19,,,0,Kepler-252,3.2573491958085165e+25,0.2782113344231555,0.40080508899168243,K,#ffd2a1
548,Kepler-252 b,+44 32 45,transit,2014.0,337.11,,0.61,,0.5489999999999999,4208.0,Confirmed planets,6.6683910000000015,,0.11209,19 42 19,,,0,Kepler-252,3.2573491958085165e+25,0.2782113344231555,0.40080508899168243,K,#ffd2a1
549,Kepler-1152 b,+44 06 28,transit,2016.0,,,0.55,-0.25,0.53,3964.0,Confirmed planets,1.64680191,,0.078,19 21 44,,,0,Kepler-1152,2.3905785999938894e+25,0.23833848466140087,0.34336227800683305,K,#ffd2a1
550,Kepler-851 b,+49 08 25,transit,2016.0,,,0.89,-0.07,0.85,5455.0,Confirmed planets,8.50699658,,0.15,19 38 43,,,0,Kepler-851,2.2051268439452635e+26,0.7238681165483194,1.0428404201178485,G,#fff4ea
551,HD 11964 A b,-10 14 32.7336,RV,2005.0,32.85,0.073,1.08,0.17,2.18,,"""Confirmed planets,  Planets in binary systems,  S-type""",1956.0,0.583,,01 57 09.60763,3.14,,2,HD 11964 A,,,,S-type binary,nan
552,HD 11964 A c,-10 14 32.7336,RV,2005.0,32.85,0.3,1.08,0.17,2.18,,"""Confirmed planets,  Planets in binary systems,  S-type""",37.91,0.0788,,01 57 09.60763,0.229,,2,HD 11964 A,,,,S-type binary,nan
553,Kepler-908 b,+39 22 35,transit,2016.0,,,1.11,0.15,1.12,5973.0,Confirmed planets,1.34059747,,0.109,19 41 17,,,0,Kepler-908,5.503295201139556e+26,1.1435471207193433,1.6474508719654488,G,#fff4ea
554,Kepler-608 b,+44 38 17,transit,2016.0,,,1.0,-0.02,1.01,5820.0,Confirmed planets,6.41251504,,0.325,19 35 32,,,0,Kepler-608,4.034143951203719e+26,0.9790803978667424,1.4105119290363837,G,#fff4ea
555,Kepler-768 b,+38 23 37,transit,2016.0,,,0.82,-0.03,0.78,5108.0,Confirmed planets,11.391002499999999,,0.16,19 36 28,,,0,Kepler-768,1.4276096165583472e+26,0.5824349027730799,0.8390846962502359,K,#ffd2a1
556,Kepler-950 b,+41 07 49,transit,2016.0,,,1.02,0.02,1.02,5857.0,Confirmed planets,98.7180406,,0.8009999999999999,19 11 50,,,0,Kepler-950,4.220053381959665e+26,1.0013862697709015,1.4426468777871972,G,#fff4ea
557,Kepler-1611 b,+49 43 40,transit,2016.0,,,0.94,0.01,0.93,5605.0,Confirmed planets,5.1762429,,0.07200000000000001,19 46 03,,,0,Kepler-1611,2.942287250149514e+26,0.836151927029469,1.2046020634582744,G,#fff4ea
558,Kepler-909 b,+45 22 16,transit,2016.0,,,1.17,0.08,1.23,6154.0,Confirmed planets,13.93290318,,0.131,19 18 02,,,0,Kepler-909,7.479230116342352e+26,1.3331257215076247,1.9205672355291816,F,#f8f7ff
559,WASP-50 b,-10 53 53,transit,2011.0,230.0,0.009000000000000001,0.89,-0.12,0.84,5400.0,Confirmed planets,1.955096,1.47,1.15,02 54 45,0.02945,1289.9,0,WASP-50,2.0679989619544756e+26,0.7009996776927626,1.0098950094299386,G,#fff4ea
560,WASP-102 b,+15 51 24,transit,2016.0,,,1.167,0.09,1.331,5940.0,Confirmed planets,2.709813,0.624,1.259,22 25 51,0.0401,,0,WASP-102,7.601837748106645e+26,1.3440083225249655,1.9362452519488218,G,#fff4ea
561,Kepler-1207 b,+49 21 32,transit,2016.0,,,1.06,0.05,1.06,5909.0,Confirmed planets,13.68237119,,0.145,19 40 15,,,0,Kepler-1207,4.721547851132033e+26,1.0592167936697257,1.525960407502882,G,#fff4ea
562,Kepler-331 b,+39 18 26,transit,2014.0,466.86,,0.653,,0.4920000000000001,4347.0,Confirmed planets,8.457496,,0.16585999999999998,19 27 20,,,0,Kepler-331,2.979239869824429e+25,0.2660696851658708,0.383313225041704,K,#ffd2a1
563,Kepler-331 c,+39 18 26,transit,2014.0,466.86,,0.653,,0.4920000000000001,4347.0,Confirmed planets,17.28111,,0.16768,19 27 20,,,0,Kepler-331,2.979239869824429e+25,0.2660696851658708,0.383313225041704,K,#ffd2a1
564,Kepler-331 d,+39 18 26,transit,2014.0,466.86,,0.653,,0.4920000000000001,4347.0,Confirmed planets,32.134328000000004,,0.14945,19 27 20,,,0,Kepler-331,2.979239869824429e+25,0.2660696851658708,0.383313225041704,K,#ffd2a1
565,Kepler-556 b,+38 56 34,transit,2016.0,,,1.0,0.03,0.98,5740.0,Confirmed planets,11.72292176,,0.2,19 22 07,,,0,Kepler-556,3.59348987878836e+26,0.9240614932856107,1.3312489579838644,G,#fff4ea
566,Kepler-508 b,+42 58 53,transit,2016.0,,,1.16,0.18,1.25,6025.0,Confirmed planets,25.30889748,,0.146,19 41 37,,,0,Kepler-508,7.096838724571966e+26,1.2985991912970842,1.870826598461672,F,#f8f7ff
567,HD 209458 b,+18 53 04,transit,1999.0,47.0,0.0004,1.148,0.02,1.146,6075.0,Confirmed planets,3.52474859,0.7140000000000001,1.38,22 03 10,0.04747,1316.1,0,HD 209458,6.1655392858375096e+26,1.2103979925875814,1.7437595637154664,F,#f8f7ff
568,KOI-135 b,+46 40 06,transit,2011.0,1950.0,0.017,1.27,0.4,1.38,6050.0,Confirmed planets,3.02409309,3.23,1.22,19 00 58,0.0444,,0,KOI-135,8.794200773260863e+26,1.4455757303626169,2.0825683125150998,F,#f8f7ff
569,Kepler-515 b,+52 03 20,transit,2016.0,,,0.9,0.08,0.83,5293.0,Confirmed planets,19.96371318,,0.13,19 21 59,,,0,Kepler-515,1.8637191416286902e+26,0.6654767591371888,0.9587189257436586,G,#fff4ea
570,WASP-72 b,-30 10 08,transit,2012.0,340.0,0.0,1.23,-0.06,1.37,6250.0,Confirmed planets,2.21672,1.41,1.01,02 44 09,0.03655,2210.0,0,WASP-72,9.871380869379974e+26,1.531551533269921,2.2064293313583536,F,#f8f7ff
571,Kepler-1077 b,+42 16 04,transit,2016.0,,,1.02,0.03,1.02,5816.0,Confirmed planets,34.3511874,,0.247,19 24 08,,,0,Kepler-1077,4.1031239812215e+26,0.9874155903698574,1.422520022020448,G,#fff4ea
572,Kepler-840 b,+49 27 26,transit,2016.0,,,1.04,0.0,1.06,5920.0,Confirmed planets,2.49577962,,1.523,19 46 02,,,0,Kepler-840,4.7568040588286684e+26,1.0631640705854863,1.5316470509991884,G,#fff4ea
573,Kepler-1529 b,+41 02 27,transit,2016.0,,,0.81,-0.03,0.77,5048.0,Confirmed planets,5.33905686,,0.187,19 19 29,,,0,Kepler-1529,1.3270141087857267e+26,0.5615396542054154,0.8089819616544986,K,#ffd2a1
574,Gamma Leonis b,+19 50 28.53,RV,2009.0,38.5,0.14400000000000002,1.23,-0.51,31.88,4330.0,"""Confirmed planets,  Planets in binary systems,  S-type""",428.5,8.78,,10 19 58.427,1.19,,2,Gamma Leonis,1.2314163507891673e+29,17.10586806307366,24.6435645244854,S-type binary,nan
575,Kepler-742 b,+46 47 23,transit,2016.0,,,0.76,0.07,0.71,4642.0,Confirmed planets,8.36086824,,0.289,18 55 28,,,0,Kepler-742,8.06777814205398e+25,0.4378442326980151,0.630780183758095,K,#ffd2a1
576,HD 27894 b,-59 24 39,RV,2005.0,42.37,0.049,0.8,0.3,,4875.0,Confirmed planets,17.991,0.62,,04 20 47,0.122,548.8,0,HD 27894,,,,K,#ffd2a1
577,Kepler-381 c,+43 49 51,transit,2014.0,243.23,,1.3780000000000001,,1.568,6152.0,Confirmed planets,13.391635,,0.10207,19 00 43,,,0,Kepler-381,1.213875452097904e+27,1.698359889704904,2.4467417481191682,F,#f8f7ff
578,Kepler-381 b,+43 49 51,transit,2014.0,243.23,,1.3780000000000001,,1.568,6152.0,Confirmed planets,5.629021,,0.09022,19 00 43,,,0,Kepler-381,1.213875452097904e+27,1.698359889704904,2.4467417481191682,F,#f8f7ff
579,HD 129445 b,-68 45 45,RV,2010.0,67.61,0.7,0.99,0.25,,5940.0,Confirmed planets,1840.0,1.6,,14 46 03,2.9,151.1,0,HD 129445,,,,G,#fff4ea
580,Kepler-208 b,+42 31 40,transit,2014.0,925.47,,0.963,,1.314,6092.0,Confirmed planets,4.22864,,0.14854,19 35 33,,,0,Kepler-208,8.196850498608745e+26,1.395616730654064,2.0105948921451517,F,#f8f7ff
581,Kepler-208 c,+42 31 40,transit,2014.0,925.47,,0.963,,1.314,6092.0,Confirmed planets,7.4666229999999985,,0.12667,19 35 33,,,0,Kepler-208,8.196850498608745e+26,1.395616730654064,2.0105948921451517,F,#f8f7ff
582,Kepler-208 e,+42 31 40,transit,2014.0,925.47,,0.963,,1.314,6092.0,Confirmed planets,16.259458,,0.13487000000000002,19 35 33,,,0,Kepler-208,8.196850498608745e+26,1.395616730654064,2.0105948921451517,F,#f8f7ff
583,Kepler-208 d,+42 31 40,transit,2014.0,925.47,,0.963,,1.314,6092.0,Confirmed planets,11.131786,,0.10935999999999997,19 35 33,,,0,Kepler-208,8.196850498608745e+26,1.395616730654064,2.0105948921451517,F,#f8f7ff
584,Kepler-1101 b,+45 40 17,transit,2016.0,,,0.94,-0.04,0.91,5614.0,Confirmed planets,81.3151059,,0.22,19 38 17,,,0,Kepler-1101,2.8352354007723284e+26,0.8207997613510892,1.1824849698334001,G,#fff4ea
585,EPIC 201393098 b,-01 03 56.72,transit,2015.0,433.0,,0.97,-0.07,0.96,5772.0,Confirmed planets,28.679920000000006,,0.246,11 08 22.505,0.1814,651.0,0,EPIC 201393098,3.525855103166461e+26,0.9153240856757685,1.3186614139074146,G,#fff4ea
586,Kepler-513 b,+50 04 31,transit,2016.0,,,1.02,-0.01,1.06,5849.0,Confirmed planets,28.86235584,,0.196,19 00 10,,,0,Kepler-513,4.5326785529378916e+26,1.0378154232431869,1.4951285285784015,G,#fff4ea
587,Kepler-1242 b,+41 11 47,transit,2016.0,,,0.77,-0.05,0.74,4895.0,Confirmed planets,13.62798432,,0.202,18 58 25,,,0,Kepler-1242,1.0836547251666751e+26,0.50744400326684,0.7310490757300132,K,#ffd2a1
588,Kepler-957 b,+48 49 08,transit,2016.0,,,0.81,-0.01,0.75,4963.0,Confirmed planets,5.90741354,,0.491,19 20 38,,,0,Kepler-957,1.1762952209755243e+26,0.5286896718269738,0.7616566427998022,K,#ffd2a1
589,HD 33283 b,-26 47 50,RV,2006.0,86.0,0.48,1.24,0.366,1.2,5995.0,Confirmed planets,18.179,0.33,,05 08 01,0.168,695.7,0,HD 33283,6.41115012942153e+26,1.2342713081162957,1.778152649729925,G,#fff4ea
590,Kepler-1244 b,+46 30 58,transit,2016.0,,,1.46,0.05,1.77,6680.0,Confirmed planets,3.70428172,,0.12,18 49 12,,,0,Kepler-1244,2.1501516296472467e+27,2.260357869212686,3.2563839960052947,F,#f8f7ff
591,Kepler-114 c,+48 20 58,transit,2014.0,267.07,,0.7090000000000001,,0.667,4605.0,Confirmed planets,8.041348,,0.1367,19 36 29,,,0,Kepler-114,6.8958357876944634e+25,0.40479590977229457,0.5831691256438257,K,#ffd2a1
592,Kepler-114 b,+48 20 58,transit,2014.0,267.07,,0.7090000000000001,,0.667,4605.0,Confirmed planets,5.188549,,0.11482,19 36 29,,,0,Kepler-114,6.8958357876944634e+25,0.40479590977229457,0.5831691256438257,K,#ffd2a1
593,Kepler-114 d,+48 20 58,transit,2014.0,267.07,,0.7090000000000001,,0.667,4605.0,Confirmed planets,11.776134,,0.22054,19 36 29,,,0,Kepler-114,6.8958357876944634e+25,0.40479590977229457,0.5831691256438257,K,#ffd2a1
594,Kepler-598 b,+40 56 05,transit,2016.0,,,0.87,0.02,0.86,5307.0,Confirmed planets,3.70175428,,0.134,19 32 30,,,0,Kepler-598,2.0221341237365392e+26,0.6931825782813414,0.9986333071281697,G,#fff4ea
595,Kepler-808 b,+48 26 44,transit,2016.0,,,0.76,0.05,0.71,4653.0,Confirmed planets,0.63133235,,0.13,19 26 23,,,0,Kepler-808,8.14452222175667e+25,0.4399217824870462,0.6337732053393466,K,#ffd2a1
596,Kepler-85 b,+45 17 25,transit,2014.0,804.74,,0.941,,0.893,5436.0,Confirmed planets,8.305738,,0.16768,19 23 53,,,0,Kepler-85,2.4001446434517844e+26,0.755198932825815,1.0879771527111504,G,#fff4ea
597,Kepler-85 c,+45 17 25,transit,2014.0,804.74,,0.941,,0.893,5436.0,Confirmed planets,12.512598,,0.20778,19 23 53,,,0,Kepler-85,2.4001446434517844e+26,0.755198932825815,1.0879771527111504,G,#fff4ea
598,Kepler-85 d,+45 17 25,transit,2014.0,804.74,,0.941,,0.893,5436.0,Confirmed planets,17.91323,,0.10935999999999997,19 23 53,,,0,Kepler-85,2.4001446434517844e+26,0.755198932825815,1.0879771527111504,G,#fff4ea
599,Kepler-85 e,+45 17 25,transit,2014.0,804.74,,0.941,,0.893,5436.0,Confirmed planets,25.216751,,0.11574,19 23 53,,,0,Kepler-85,2.4001446434517844e+26,0.755198932825815,1.0879771527111504,G,#fff4ea
600,Kepler-1320 b,+40 22 51,transit,2016.0,,,0.8,0.1,0.74,4817.0,Confirmed planets,0.86838653,,0.152,19 13 44,,,0,Kepler-1320,1.0162176409231999e+26,0.49140098755867445,0.7079367091834147,K,#ffd2a1
601,Kepler-856 b,+46 18 54,transit,2016.0,,,0.96,0.12,0.93,5535.0,Confirmed planets,8.02768059,,0.83,19 18 25,,,0,Kepler-856,2.7980347441789475e+26,0.8153971920590971,1.1747017597411502,G,#fff4ea
602,WASP-91 b,-70 50 50,,2017.0,,0.0,0.84,0.19,0.86,4920.0,Confirmed planets,1.7985810000000002,1.34,1.03,23 51 23,0.037000000000000005,,0,WASP-91,1.4937365870044886e+26,0.5957714250754375,0.8582979537521958,K,#ffd2a1
603,Kepler-713 b,+43 01 47,transit,2016.0,,,0.98,-0.03,0.99,5785.0,Confirmed planets,7.411141000000001,,0.221,19 42 36,,,0,Kepler-713,3.783559319773011e+26,0.9481846793229285,1.3660020198837224,G,#fff4ea
604,Kepler-256 c,+46 05 50,transit,2014.0,1394.65,,1.0,,1.301,5551.0,Confirmed planets,3.38802,,0.19593,19 30 19,,,0,Kepler-256,5.5393168483938224e+26,1.1472835425562151,1.6528337471453654,G,#fff4ea
605,Kepler-256 d,+46 05 50,transit,2014.0,1394.65,,1.0,,1.301,5551.0,Confirmed planets,5.8391720000000005,,0.226,19 30 19,,,0,Kepler-256,5.5393168483938224e+26,1.1472835425562151,1.6528337471453654,G,#fff4ea
606,Kepler-256 b,+46 05 50,transit,2014.0,1394.65,,1.0,,1.301,5551.0,Confirmed planets,1.620493,,0.1449,19 30 19,,,0,Kepler-256,5.5393168483938224e+26,1.1472835425562151,1.6528337471453654,G,#fff4ea
607,Kepler-256 e,+46 05 50,transit,2014.0,1394.65,,1.0,,1.301,5551.0,Confirmed planets,10.681572,,0.21416,19 30 19,,,0,Kepler-256,5.5393168483938224e+26,1.1472835425562151,1.6528337471453654,G,#fff4ea
608,HD 30669 b,-28 25 09.4699,RV,2014.0,57.1,0.18,0.92,0.13,0.91,5400.0,Confirmed planets,1684.0,0.47,,04 48 28.48561,2.69,,0,HD 30669,2.4270265595160166e+26,0.7594163175004928,1.0940529268824335,G,#fff4ea
609,Gliese 221 b,-05 59 41,RV,2013.0,20.0,,0.637,-0.07,,4040.0,Confirmed planets,125.06,0.13,,05 53 00,0.448,,0,Gliese 221,,,,K,#ffd2a1
610,Gliese 221 c,-05 59 41,RV,2013.0,20.0,,0.637,-0.07,,4040.0,Confirmed planets,3.8731,0.0196,,05 53 00,0.044,,0,Gliese 221,,,,K,#ffd2a1
611,HD 181720 b,-32 55 09,RV,2009.0,56.0,0.26,0.92,-0.53,,5781.0,Confirmed planets,956.0,0.37,,19 22 53,1.78,225.0,0,HD 181720,,,,G,#fff4ea
612,Kepler-613 b,+46 14 42,transit,2016.0,,,0.98,-0.01,0.96,5723.0,Confirmed planets,15.77979614,,0.204,18 51 09,,,0,Kepler-613,3.407643509125378e+26,0.8998492052736977,1.296367531346707,G,#fff4ea
613,Kepler-1486 b,+45 26 23,transit,2016.0,,,1.08,0.06,1.12,5965.0,Confirmed planets,54.649575899999995,,0.207,19 22 22,,,0,Kepler-1486,5.4738707981197244e+26,1.1404859285282885,1.643040766205019,G,#fff4ea
614,HD 16417 b,-34 34 41,RV,2009.0,25.5,0.2,1.18,0.19,,5936.0,Confirmed planets,17.24,0.069,,02 36 59,0.14,875.5,0,HD 16417,,,,G,#fff4ea
615,Kepler-267 b,+47 09 26,transit,2014.0,415.67,,0.552,,0.555,4258.0,Confirmed planets,3.353728,,0.18044,19 59 19,,,0,Kepler-267,3.4899989770528945e+25,0.28797534676560127,0.41487161091805924,K,#ffd2a1
616,Kepler-267 c,+47 09 26,transit,2014.0,415.67,,0.552,,0.555,4258.0,Confirmed planets,6.87745,,0.19411,19 59 19,,,0,Kepler-267,3.4899989770528945e+25,0.28797534676560127,0.41487161091805924,K,#ffd2a1
617,Kepler-267 d,+47 09 26,transit,2014.0,415.67,,0.552,,0.555,4258.0,Confirmed planets,28.464515,,0.20687,19 59 19,,,0,Kepler-267,3.4899989770528945e+25,0.28797534676560127,0.41487161091805924,K,#ffd2a1
